code,name,address,city,email,phone,website
ITA1118,Associazione La Cincia,"Via Delle Maddalene 31, 10051 Avigliana",,associazionelacincia@gmail.com,,
ITA1119,Associazione Nazionale Protezione Animali,,,,,
ITA1120,Associazione Nazionale Protezione Animali Natura Ambiente (A.N.P.A.N.A.) Fossano,,,,,https://www.anpana.it
ITA1121,Associazione Nazionale Protezione Animali per la Vita,"Via G. Marconi 16, 10010 Settimo Vittone",,,,https://www.anpav.net
ITA1122,Associazione ONLUS Non Solo Cuccioli,,,,,
ITA1123,Ass. per la Tutela degli Ambienti Acquatici e dell'Ittiofauna,,,,,
ITA1124,Associazione per la Tutela degli Animali,,,,,
ITA1125,Associazione Protezione Animali Lietta Marucco,,,,,
ITA1126,Associazione Quattro Zampe nel Cuore,,,,,
ITA1127,Associazione Terra Boschi Gente Memorie,,,,,
ITA1128,Associazione V.A.S. (Verdi - Ambiente e Società),"Viale Bligny 22, Milano (sede naz.) / Torino",,,,https://www.verdiambienteesocieta.it
ITA1129,Associazione Vegani Italiani,,,,,https://www.veganiitaliani.it
ITA1131,Assovegan,,,,,
ITA1133,ATA PC Cuneo,,,,,
ITA1139,ATA PC Italia ONLUS Cuneo,Cuneo (CN),,info@atapc.it,,atapc.it
ITA1141,AVCI – Associazione Veterinaria per la Cooperazione Internazionale,"Via Bartolomeo Sella 7, Pray (BI)",,info@avci.it,,avci.it
ITA1146,Burchvif – Associazione Culturale Borgolavezzaro,"Via Molino Nuovo 10, Borgolavezzaro (NO)",,info@burchvif.it,,burchvif.it
ITA1152,Centro Recupero Ricci La Ninna,"Via Regina Margherita 1, Novello (CN)",,info@laninna.org,,laninna.org
ITA1154,Circolo Progetto Ambiente – Legambiente Ovadese,"Via XXV Aprile 1, Ovada (AL)",,legambienteovada@gmail.com,,N/D
ITA1156,Circolo Verdeblu – Legambiente Galliate,"Piazza Martiri della Libertà 4, Galliate (NO)",,info@legambientegalliate.it,,legambientegalliate.it
ITA1164,ENPA Alessandria,"Via dell’Artigianato 10, Alessandria (AL)",,alessandria@enpa.org,,enpa-alessandria.it
ITA1167,ENPA Chieri,"Via San Filippo 11, Chieri (TO)",,chieri@enpa.org,,N/D
ITA1172,ENPA Torino,"Via San Quintino 4, Torino (TO)",,torino@enpa.org,,enpatorino.com
ITA1173,ENPA Tortona,"Strada Comunale per Castelnuovo, Tortona (AL)",,tortona@enpa.org,,N/D
ITA1177,Gallinae in Fabula ONLUS,"Via Chieri 20, Pino Torinese (TO)",,gallinaeinfabula@gmail.com,,gallinaeinfabula.org
ITA1178,Giardino Botanico di Oropa – Oasi WWF,"Via Santuario d’Oropa 443, Oropa (BI)",,info@gboropa.it,,gboropa.it
ITA1179,Greenpeace Torino,"Via San Pio V 11, Torino (TO)",,gl.torino@greenpeace.it,,greenpeace.org/italy
ITA1181,Homeless Not Dogless Onlus,"Via Garibaldi 12, Pinerolo (TO)",,homelessnotdogless@gmail.com,,N/D
ITA1203,LEAL SEZIONE ASTI,Asti (AT),,lealasti@leal.it,,leal.it
ITA1204,LEAL SEZIONE NOVARA,"Via delle Rosette 3, Novara (NO)",,lealnovara@leal.it,,leal.it
ITA1209,LNDC IVREA,"Via Miniere 12, Ivrea (TO)",,legadelcaneivrea@gmail.com,,Not available
ITA1216,LIPU ASTI,Tigliole d'Asti (AT),,asti@lipu.it,,lipu.it
ITA1221,MOVIMENTO UNA – UOMO NATURA ANIMALE,"Via San Quintino 4, Torino (TO)",,torino@movimentouna.org,,Not available
ITA1230,OSSERVATORIO ORNITOLOGICO ASTIGIANO,"Frazione San Carlo, Tigliole d'Asti (AT)",,asti@lipu.it,,lipu.it
ITA1231,PARCO ANIMALISTA PIAZZA D’ARMI TORINO,"Piazza Cavalieri di Vittorio Veneto, Torino (TO)",,tutelanimali@comune.torino.it,,Not available
ITA1232,PIT BULL RESCUE TORINO,Torino (TO),,pitbullrescuetorino@gmail.com,,Not available
ITA1234,PRO NATURA ALESSANDRIA,"Via Verona 1, Alessandria (AL)",,alessandria@pro-natura.it,,pro-natura.it
ITA1236,PRO NATURA CUNEO,Cuneo (CN),,cuneo@pro-natura.it,,pro-natura.it
ITA1241,RIFUGIO DI BIELLA,"Via Fornace Serralunga 1, Biella (BI)",,rifugiodeicanibiella@gmail.com,,aspa-biella.it
ITA1246,SEA SHEPHERD PIEMONTE,"Via dei Ciliegi 14, San Lazzaro (BO)",,piemonte@seashepherd.it,,seashepherd.it
ITA1249,TARTAFELICE,"Via Pinerolo 42, None (TO)",,tartafelice@gmail.com,,Not available
ITA1250,TARTAMONDO,"Via Vignola 6, Pecetto Torinese (TO)",,info@tartamondo.org,,tartamondo.org
ITA1251,TISOSTENIAMO ONLUS PIANEZZA,"Via San Pancrazio 18, Pianezza (TO)",,info@tisosteniamo.it,,tisosteniamo.org
ITA1252,VIVI GLI ANIMALI COLLEGNO,"Via Possasso 63, Collegno (TO)",,info@viviglianimali.it,,viviglianimali.it
ITA1253,VIVO – CONSUMO CONSAPEVOLE,"Via San Pio V 11, Torino (TO)",,info@comitatovivo.org,,Not available
ITA1254,VOLONTARI CANILE COMUNALE VERBANIA,"Via Plusc 1, Verbania (VB)",,amandorla.vco@gmail.com,,Not available
ITA1255,WWF PIEMONTE / TORINO,"Via Monviso 16, Grugliasco (TO)",,piemonte@wwf.it,,wwf.it/piemonte
ITA1256,WWF BIELLESE,Biella (BI),,biella@wwf.it,,wwf.it/piemonte
ITA1257,WWF ITALIA,"Via Po 25/c, Roma (RM)",,info@wwf.it,,wwf.it
ITA0364,Rifugio Gli Adorabili Bastardini - Villa San Giovanni in Tuscia,Villa San Giovanni in Tuscia (VT),,,338 3239430 / 342 3250918,
ITA0706,OIPA - Delegazione Lecce / Corigliano d'Otranto,"Via Magna Grecia 44, 73022 Corigliano d'Otranto",,lecce@oipa.org,,https://www.oipa.org/italia/delegazioni/lecce/
