,,,,,,,,,
,,,MAP,NAME,WEB,EMAIL,EMAIL,EMAIL,EMAIL
,,,"42.79644809281857, -85.24746973890642",Mackenzie's Animal Sanctuary,https://mackenzies.info/,info@mackpack.info,,,
,,,,Best Buddy Pet Rescue,https://www.bestbuddypetrescue.com/,bestbuddypetrescue@gmail.com,,,
,,,,Animal Placement Bureau,https://apbdogs.org/,info@apbpets.com,,,
,,,"43.094888897124385, -83.30731418750176",Paradise Animal Rescue,https://www.parpets.org/,adopt@parpets.org,,,
,,,,Guardian Angel Animal Rescue,https://gaarmi.com/,guardian_angel_rescue@hotmail.com,,,
,,,,Happy Days Dog and Cat Rescue,https://www.happydaysdogandcatrescue.org/,info.hddcr@gmail.com,,,
,,,,"Last Day Dog Rescue, Inc.",https://www.lastdaydogrescue.org/,ourlastdaydogs@gmail.com,,,
,,,,Cat Tail Kitties Rescue,https://cattailkitties.org/,https://cattailkitties.org/contact-us,,,
,,,"42.65359300940829, -83.01851515315266",Humane Society of Macomb Animal Clinic,https://humanesocietyofmacomb.org/,info@humanesocietyofmacomb.org,,,
,,,"42.496942994670356, -83.10519126385901",Animal Welfare Society of Southeastern Michigan,https://www.animalwelfaresociety.net/,animalwelfaresociety@yahoo.com,,,
,,,,Happy Hearts Feline Rescue,http://www.happyheartsfelinerescue.org/,happyheartsfelinerescue@gmail.com,,,
,,,,Manistee County Humane Society,https://homewardboundmanistee.org/,https://homewardboundmanistee.org/contact-us,,,
,,,"45.968329696530915, -86.18347502699075",Eva Burrell Animal Shelter,https://www.upebas.org/,shelter@upebas.org,,,
,,,"43.627080816151036, -84.17310741806041",Humane Society Of Midland County,https://hsomc.org/,info@hsomc.org,,,
,,,,Humane Society of Monroe County,https://www.monroehumane.com/,workspace@shantelllc.com,,,
,,,"42.62556198580201, -82.86601295378325",A ReJoyceful Animal Rescue,https://www.rejoycefulrescue.com/,office@rejoycefulrescue.com,,,
,,,"43.624602263143565, -84.74749523019373",Humane Animal Treatment Society,https://www.hatsweb.org/,hats.community@gmail.com,,,
,,,"46.407393479129176, -86.64666544581762",Alger County Animal Shelter,https://www.algercountyanimalshelter.com/contacts/,algercountyanimal@yahoo.com,,,
,,,,Cat Tales Rescue Muskegon,,zzang@comcast.net,,,
,,,,Christine's Critter Cafe Rescue,https://www.facebook.com/CRITTER.CAFE.RESCUE/,ChristineLea1@yahoo.com,,,
,,,"43.248254416711056, -86.18063657174129",Faithful to Felines,https://www.faithful2felines.com/,info@faithful2felines.com,,,
,,,"43.2457050403131, -86.17791558924026",Big Lake Humane Society,https://biglakehumane.org/,BigLakeHumane@gmail.com,,,
,,,"43.15748330851921, -86.18459659201604",Noah Project Muskegon,https://www.noahprojectmuskegon.org/,info@noahprojectmuskegon.org,,,
,,,"46.4409109828116, -87.42161358493868",Upper Peninsula Animal Welfare Shelter,https://upaws.org/,info@upaws.org,president@upaws.org,,
,,,,Lake Haven Rescue,https://www.lakehavenrescue.org/,info@lakehavenrescue.org,,,
,,,,Forgotten Paws Animal Rescue,,milospetservices@gmail.com,,,
,,,,Furever Tails Animal Rescue,https://www.furevertails.com/,rescue@furevertails.com,,,
,,,"42.44732888558253, -84.92356436441474",Eaton County Humane Society,https://www.eatoncountyhumanesociety.org/,info@eatoncountyhumanesociety.org,,,
,,,"41.8325604738351, -84.5147046990395",Greater Hillsdale Humane Society,,greaterhhs@gmail.com,,,
,,,"42.9363381496595, -84.2182181998875",Shiawassee Humane Society,https://shspets.org/,shsstaff@yahoo.com,,,
,,,,Canine Companions Rescue Center,https://www.ccrcdogs.com/,ccrcdogs@ccrcdogs.com,,,
,,,,Adopt a Friend for Life of SW Michigan,https://adoptafriendforlife.org/,afl-president@adoptafriendforlife.org,,,
,,,,Advocates For Animal Rights (AFAR),https://www.facebook.com/AdvocatesForAnimalRights.org/,Info@MyAFAR.org,,,
,,,,The Un-Shelter,https://www.theunshelter.org/,theunshelter@gmail.com,,,
,,,,Michigan Animal Adoption Network,https://michigananimaladoptionnetwork.org/,miaan@att.net,,,
,,,"41.91129112997861, -84.88984050956006",Humane Society of Branch County,,hsbc@frontier.com,,,
,,,,Companion Pet Rescue,,CPResc@comcast.net,,,
,,,,Heavenly Paws of Michigan,https://heavenlypawsmi.com/,rescue@heavenlypawsmi.com,,,
,,,"42.8718320925121, -83.00094554320741",Detroit Animal Welfare Group (D.A.W.G),https://dawghous.com/,dawghous.detroit@gmail.com,,,
,,,"42.4961958345935, -83.16419227936863",Animal House of SE Michigan,https://sites.google.com/view/animal-house-of-se-michigan/home,,,,
,,,"42.511479314426914, -83.14109397487385",New Beginnings Animal Rescue,https://www.nbarmichigan.org/index.html,nbarmichigan@gmail.com,,,
,,,,The Cat Connection,https://www.catconnection.org/,momcat6369@gmail.com,,,
,,,"43.523098010993074, -83.98189815528201",Amazing Grace Animal Rescue,https://www.aganimalrescue.com/,pross@rossgrp.biz,,,
,,,,Michigan Cat Rescue,https://micatrescue.wixsite.com/micatrescue,adopt@micatrescue.org,,,
,,,,Mason County PAWS,https://masoncountypaws.org/,paws@masoncountypaws.org,,,
,,,,Cat Tail Acres,http://www.cattailacres.com/,cattailacressanctuary@gmail.com,,,
,,,,Michigan Animal Crew,https://www.facebook.com/Michigananimalcrew/,labuej@comcast.net,,,
,,"42.38864161595933, -86.25724366266262","42.39027128476036, -86.25954123659402",Al-Van Humane Society,https://www.al-van.org/,info@mysite.com,,,
,,,,ALMOST HOME ANIMAL RESCUE LEAGUE,https://almosthomeanimals.org/,info@almosthomeanimals.org,,,
,,,,Great Lakes Bully Brigade,https://sites.google.com/view/greatlakesbullybrigade/home,greatlakesbullybrigade@gmail.com,,,
,,,,K9 Resque,https://www.k9resque.org/,k9resque@gmail.com,,,
,,,,DETROIT DOG RESCUE,https://detroitdogrescue.com/,support@detroitdogrescue.com,,,
,,,,Precious Pets Adoption League,,vinnigrl99@aol.com,,,
,,,,Tigerlily Cat Rescue,,tigerlilyrescue@aol.com,,,
,,,,PAWS Animal Rescue,http://www.pawsanimalrescue.net/,pawsrescuemail@gmail.com,,,
,,,,"Little Mews Rescue, Inc",https://littlemews.org/,littlemews@yahoo.com,,,
,,,,AC PAW – Antrim County Pet & Animal Watch,https://acpaw.org/,ACpaw-2@torchlake.com,,,
,,,,Cherryland Humane Society,https://cherrylandhumane.org/,info@cherrylandhumane.org,,,
,,,,H.A.N.D.D.S. to the Rescue,https://handdstotherescue.com/,handds09@yahoo.com,grants@handdstotherescue.com,,
,,,,Guardians For Animals,https://www.guardiansforanimals.org/,gfainfo@comcast.net,,,
,,,"42.56771703198641, -83.19140096251306",Happy Homes Rescue,,happyhomesrescue@hotmail.com,,,
,,,,Paws for Life Rescue,https://www.pawsforliferescue.org/,info@pawsforliferescue.org,,,
,,,,Elizabeth Lake Animal Rescue,http://elar.www1.50megs.com/,elarmom1@aol.com,,,
,,,,Making Miracles Animal Rescue,https://www.facebook.com/makingmiraclesanimalrescue,rescueme93@yahoo.com,,,
,,,,For The Love of Cats Rescue and Adoption,https://www.locrami.com/,info@locrami.com,,,
,"42.30999855785009, -83.12601093724953","42.98872399595506, -83.68131192988533","42.46584488278369, -83.04774678360747",All About Animals Rescue,https://allaboutanimalsrescue.org/,clinic@allaboutanimalsrescue.org,,,
,,,"42.46073806274748, -82.99458715562308",I Heart Dogs Rescue and Animal Haven,https://www.iheartdogs.org/,bark@iheartdogs.org,,,
,,,,Claws and Paws Rescue,https://www.clawsandpawsrescue.com/,clawsandpawsrescue1@gmail.com,,,
,,,,Ogemaw County Humane Society,,ochs4paws@gmail.com,,,
,,,"42.912579508943324, -86.1410378150566",Harbor Humane Society,https://harborhumane.org/,office@harborhumane.org,,,
,,,,Good Karma Puppy Rescue,https://adoptgoodkarma.com/,char@adoptgoodkarma.com,,,
,,,,WAG Animal Rescue,https://waganimalrescue.com/,waganimalrescue@yahoo.com,,,
,,,"42.19261015127684, -83.16773160300016",Wyandotte Animal Shelter,https://wacshelter.com/about.html,wacvolunteers@gmail.com,,,
,,,,,,,,,
,,MINNESOTA,,,,,,,
,,,"43.64176787258986, -93.35928399334951",Humane Society of Freeborn County,https://www.freeborncountyhs.org/,freeborncohumanesociety@gmail.com,,,
,,,"45.85581540591856, -95.40798273901598",Lakes Area Humane Society,https://lakesareahumanesociety.org/,lahs@gctel.net,,,
,,,"45.20307315843084, -93.38263480744772",Purrs - N - Paws,,shelleypurr@msn.com,,,
,,,,The Kittens Cradle Ltd.,https://www.thekittenscradle.org/,info@thekittenscradle.org,,,
,,,"43.66654604027238, -92.93702748735187",Mower County Humane Society,https://mchs.rescuegroups.org/,mchs-dogs@yahoo.com,,,
,,,,Lake of the Woods Humane Society,http://www.lowhumanesociety.com/,lowhumanesociety@gmail.com,,,
,,,"47.43864746158776, -94.84501478259814",Great River Rescue,https://www.greatriverrescue.com/,info@greatriverrescue.com,director@greatriverrescue.com,,
,,,,ACT V Rescue and Rehabilitation,http://actvrescue.org/,info@actvrescue.org,,,
,,,"43.64723241813651, -94.1206226887377",Faribault County Humane Society,https://www.fchs-mn.org/,fchspaws@gmail.com,,,
,,,,Midwest Animal Rescue & Services,https://www.midwestanimalrescue.org/,adoptionatmars@gmail.com,,,
,,,"46.59706079561034, -92.51096820114289",Second Chance Ranch,https://www.facebook.com/profile.php?id=100067149321773,sharrattcar@q.com,,,
,,,"44.792127428742184, -93.59942922828252",Carver-Scott Humane Society,https://www.carverscotths.org/,reception@carverscotths.org,,,
,,,,Southwest Metro Animal Rescue and Adoption Society,https://www.swmetroanimalrescue.org/,swmetroanimalrescue@outlook.com,,,
,,,"47.48784302286319, -92.88066309332312",Precious Paws Humane Society of Chisholm,https://www.pphsc.com/,preciouspaws2011@hotmail.com,,,
,,,"47.2871812481649, -93.4324362324905",Star of the North Humane Society,https://www.facebook.com/profile.php?id=100068284935262,starnorthhumanesociety@gmail.com,,,
,,,,Animal Humane Society,https://www.animalhumanesociety.org/,info@animalhumanesociety.org,,,
,,,"47.76482919896376, -96.59705683687717",Scruffy Tails Humane Society,,info@scruffytails.org,,,
,,,"46.85754950694687, -95.876655361152",Humane Society of the Lakes,https://humanesocietyofthelakes.org/,info@humanesocietyofthelakes.org,,,
,,,"46.84436533838343, -95.83127404387508",The Marshmallow Animal Shelter,https://www.marshmallowfoundation.org/,themarshmallowfoundation@yahoo.com,,,
,,,"46.835481271712275, -92.15393539129778",Animal Allies Humane Society,https://www.animalallies.net/,info@animalallies.net,,,
,,,"44.57281809970691, -93.3528736883097",Windmill Animal Rescue,https://www.windmillanimalrescue.com/,windmillanimalrescue@yahoo.com,,,
,,,,Martin County Humane Society,http://www.mchsofmn.org/,pawprints01@hotmail.com,,,
,,,,"Last Hope, Inc.",https://last-hope.org/,mail@last-hope.org,,,
,,,,Contented Critters,https://www.contentedcrittersmn.org/,contentedcrittersmn@gmail.com,,,
,,,,St. Francis of Assisi Animal Rescue,https://www.stfrananimal.org/,stfrancisaar@gmail.com,,,
,,,,Happy Tails Rescue,https://www.tailsrescue.org/,happy@tailsrescue.org,,,
,,,"45.64717708470186, -95.33485358427914",Pope County Humane Society,https://pchsmn.org/,PCHSpets@gmail.com,,,
,,,"46.91248447711871, -94.51394368111453",Paws and Claws Animal Rescue and Resort,https://www.pawsandclawsrr.org/,info@pawsandclawsrr.org,,,
,,,,Happy Hound Rescue,http://happyhoundrescue.org/,contact us,,,
,,,"44.72193185940378, -92.84374653040146",Animal Ark,https://animalarkmn.org/,Shelter@animalarkMN.org,,,
,,,,Precious Animals Worth Saving,https://www.pawsofjackson.com/,pawsofjackson@gmail.com,,,
,,,"45.98445648158871, -94.35788236276933",Morrison County Animal Humane Society,https://www.mcahs.org/,mcahs2021@gmail.com,,,
,,,,"Gemini Rottweiler and Pitbull Rescue, Inc.",,wildflower@farmerstel.net,,,
,,,"44.18698359599369, -94.0104903742805",Blue Earth Nicollet County Humane Society,https://benchs.org/,info@benchs.org,rrps@hickorytech.net,,
,,,,Mille Lacs County Animal Care & Protection,https://www.facebook.com/millelacscountyanimalcontrol/,millelacscountyanimalcontrol@gmail.com,,,
,,,,"Pet Project Rescue - Minneapolis, MN",https://petprojectrescue.com/,Info@PetProjectRescue.com,,,
,,,,Bitty Kitty Brigade,https://bittykittybrigade.org/,info@bittykittybrigade.org,,,
,,,,Twin Cities Pet Rescue,https://twincitiespetrescue.org/,info@twincitiespetrescue.org,,,
,,,"44.895040959508805, -93.44662522316206",Secondhand Hounds,https://www.secondhandhounds.org/,info@secondhandhounds.org,,,
,,,,Homeward Bound Rescue of MN,https://www.homewardboundrescue.com/,hbrescuemn@gmail.com,,,
,,,"45.57926367256661, -95.92895769529667",Stevens Community Humane Society,https://www.stevenscommunityhumanesociety.org/,stevenshumanesociety@gmail.com,,,
,,,"44.302448699752084, -94.44228287547398",Brown County Humane Society,https://bchsnu.com/,bchsnu@hotmail.com,,,
,,,,Coco's Heart Dog Rescue,https://www.cocosheartdogrescue.org/,ashley@cocosheartdogrescue.org,,,
,,,"46.912308535518285, -95.08006213957681",Headwaters Animal Shelter,https://headwatersanimalshelter.org/index1.html,HAS@HeadwatersAnimalShelter.org,,,
,,,"46.528124728897424, -94.43264789604314",The Babinski Foundation,https://www.babinskifoundation.org/,donna@babinskifoundation.org,,,
,,,,S.O.S Rescue Relief Inc,https://www.theadoptapetshop.org/,theadoptapetshop@gmail.com,,,
,,,"45.54766477912422, -93.58612851336021",Ruff Start Rescue,https://ruffstartrescue.org/,info@ruffstartrescue.org,,,
,,,,Duke Memorial Redwood Area Animal Shelter,,adoptashelteranimaltoday@gmail.com,,,
,,,"44.043050270407974, -92.51105822038232",Paws and Claws Humane Society,https://www.pawsandclaws.org/wpweb/,info@pawsandclaws.org,,,
,,,"44.01076027775673, -92.46140943386398",Safe Haven Pet Rescue,https://safehavenpetrescue.com/,safehavencat@yahoo.com,,,
,,,,No Kitten Left Behind-MN,https://www.facebook.com/nokittenleftbehind.mn/,amtauer@hotmail.com,,,
,,,"45.576927551941274, -94.1494060912596",Tri-County Humane Society,https://tricountyhumanesociety.org/,pets@tricountyhumanesociety.org,,,
,,,,"B.A.R.K, Being Advocates for Rescued K9's",https://barkmn.org/,info@barkmn.org,,,
,,,"44.95919431727773, -93.177482611038","Feline Rescue, Inc.",https://felinerescue.org/,info@felinerescue.org,,,
,,,"48.10248112986309, -96.14102674600424",Pennington County Humane Society,https://pawstrf.org/,pawstrf@pawstrf.org,,,
,,,"47.50170246194674, -92.55244868059265",Mesabi Humane Society,https://mesabihumanesociety.org/,info@mesabihumanesociety.org,,,
,,,"46.44408150076973, -95.14026294357981",Wadena County Humane Society,https://www.wadenacountyhumanesociety.org/,wadenacountyhumanesociety@gmail.com,,,
,,,"45.120712785650575, -95.0785628208125",Hawk Creek Animal Shelter,https://www.thehskmc.com/,shelter@thehskmc.com,,,
,,,,Northwoods Humane Society,https://northwoodshs.org/,info@northwoodshs.org,,,
,,,"45.991876440168184, -95.9624935261998",Grant County Humane Society,https://www.gchumsoc.org/,gchumsoc@runestone.net,,,
,,,,,,,,,
,,MISSISSIPPI,,,,,,,
,,,,Amory Humane Society,https://www.amoryshelter.com/,amoryhumane@gmail.com,,,
,,,"31.95880451783313, -89.28874074162628",Happy Healthy Pet Adoption,https://www.hhpa4pets.com/,hhpaoffice@hhpa4pets.com,,,
,,,"31.602069642491696, -90.43107679360544",Brookhaven Animal Rescue League,https://barl.net/,info@barl.net,,,
,,,"34.17434843928257, -90.55346621152607",CARES Clarksdale Animal Shelter,http://www.caresclarksdale.com/,caresdesk@gmail.com,,,
,,,,"Shaw Pit Bull Rescue, Inc",https://www.shawpitbullrescue.com/,https://www.shawpitbullrescue.com/contact-us/,,,
,,,"32.00970011306956, -90.35466134723107",Copiah animal shelter,https://copiahanimalshelter.net/,copiahanimalshelter@yahoo.com,,,
,,,,Hopeful Hearts Animal Rescue,https://hopefulheartsanimalrescue.org/,mshopefulhearts@gmail.com,,,
,,,,In Defense of Animals,https://www.idausa.org/sanctuaries/hope-animal-sanctuary/,media@idausa.org,,,
,,,,The Hub City Humane Society,https://www.hubcityhumanesociety.org/under-construction,hubcityhumsoc@aol.com,,,
,,,"31.352296916277197, -89.33481625696827",Southern Pines Animal Shelter,https://www.southernpinesanimalshelter.org/,info@southernpinesanimalshelter.org,,,
,,,"32.35892096385224, -90.26540309147009",CARA (Community Animal Rescue & Adoption),https://carams.org/,cara@carams.org,,,
,,,,Pretty Kitty TNR,,PKTNR@PrettyKittyTNR.org,,,
,,,"31.67988836452434, -89.15803458529298",Laurel Animal Rescue League,https://laurelarl.wixsite.com/my-site,Laurelarl@att.net,,,
,,,"31.69607895150235, -89.08809163787181",SCAR-Southern Cross Animal Rescue,https://www.scarofms.org/,scarofms@gmail.com,,,
,,,,PALS Rescue Inc.,https://www.facebook.com/palsrescuems/,palsrescuems@gmail.com,,,
,,!!!!!!!!!!,"31.54258330541201, -91.36250576891818",Natchez Adams County Humane Society,https://nachs.org/,nachs.shelter@gmail.com,,,
,,,"30.413892886267124, -88.81544198886199",Gulf Coast Canine Rescue and Rehab,,tammy@gulfcoastcaninerescue.org,,,
,,,,Drifters’ Place,https://driftersplace.wordpress.com/,driftersplace@att.net,,,
,,,"34.38137753449407, -89.53812536622661",MS Critterz,https://mscritterz.com/,info@mscritterz.com,,,
,,,"32.34454195125082, -90.18744726677306",Animal Rescue Fund of Ms Inc.,https://www.arfms.org/,ejackson@arfms.org,,,
,,,"32.03455070949915, -88.73100669702748",Creature Comforts Clarke County,https://www.facebook.com/CreatureComfortsCC/,CreatureComfortsMS@gmail.com,,,
,,,"33.4333295493025, -88.83733577104134",Oktibbeha County Humane Society - Starkville Animal Shelter,https://www.ochsms.org/,info@ochsms.org,president@ochsms.org,,
,,,"34.68821058134286, -90.41208918791524",Tunica Humane Society,http://www.tunicahumanesociety.com/,tmke1@aol.com,,,
,,,"34.223912701206004, -88.74481997977634",Tupelo Lee Humane Society,https://tupeloleehumane.org/,info@tupeloleehumane.org,,,
,,,"31.18353459218236, -90.20552864068308",ST. FRANCIS ANIMAL SANCTUARY,https://www.sfas.org/,director.sfas@gmail.com,,,
,,,"30.852232493275594, -89.17824770866399",Stone County Society for the Prevention of Cruelty to Animals (SPCA),https://www.stonecountyspca.org/,office@stonecountyspca.org,,,
,,,,,,,,,
,,MISSOURI,,,,,,,
,,,,Angels Left Behind,https://angelsleftbehind.wixsite.com/website,angelsleftbehind@yahoo.com,,,
,,,"37.61295956008267, -93.47964790867589",Polk County Humane Society,https://www.polkcountyhumanesociety.org/,info@polkcountyhumanesociety.org,,,
,,,"36.652197326454264, -93.27582764423693",Branson Humane Society,https://bransonhumanesociety.com/index.html,sohhs417@gmail.com,,,
,,,,Eden Animal Haven,,edenanimalhaven​@gmail.com,,,
,,,"39.763342917935205, -93.08030266251978",Animal Shelter of Linn County,http://www.animalshelteroflinncounty.com/index.shtml,linncountyhs@yahoo.com,,,
,,,"37.418107555758326, -89.68322211723043",Mac's Mission,https://www.macsmission.org/,macthepitbull@yahoo.com,,,
,,,"37.35141074814918, -89.57382102002107",Southeast Missouri Pets,https://semopets.org/,hssemo@semopets.org,,,
,,,"37.09760733471848, -94.3085642118257",Carthage Humane Society,https://criggerb.wixsite.com/humane,neuterorspay@yahoo.com,,,
,,,,Clinton Animal Rescue Envdeavor,,clintonanimalshelter@yahoo.com,,,
,,,,Barnie's Place Feline Rescue,https://www.barniesplacefelinerescue.org/,barniesplacefelinerescue@gmail.com,,,
,,,"38.93042151283216, -92.59170645925643",Second Chance,https://www.columbia2ndchance.org/,info@columbia2ndchance.org,,,
,,,"38.55528359534912, -90.36509991820532",Crestwood Animal Shelter,https://crestwoodanimalshelter.com/,info@crestwoodanimalshelter.com,,,
,,,"37.9444094706073, -92.27540819660632",Pulaski County Humane Society DBA Loving Paws Adoption Center,https://www.lovingpawspchs.com/,lovingpawsadoptioncenter@gmail.com,,,
,,,,Canines In Crisis,,caninesincrisis@gmail.com,,,
,,,"37.79898765668636, -92.13804810518074",Kitten & Puppy Division Adoption Center,https://kittendivision.com/,KittenDivision@gmail.com,,,
,,,,Northeast Missouri Humane Society,https://www.nemohumane.com/,nemohumanesoc@yahoo.com,,,
,,"38.74505649172515, -90.65065002764027","38.751031031793346, -90.75335328863262",The Pet Doctor - Cottleville,https://thepetdoctorinc.com/pet-doctor-rescue/,tpdrescue@gmail.com,,,
,,,"37.75010851759768, -90.44778316647565",Farmington Pet Adoption Center,http://farmingtonpet.org/,board@farmingtonpet.org,help@farmingtonpet.org,,
,,,"38.48753208022935, -90.47600705027602",Talk To The Paw!,,talk2paws@yahoo.com,,,
,,,,Caruthersville Humane Society,https://www.facebook.com/Caruthersvillehumanesociety/,cvhumsoc@hotmail.com,,,
,,,,Pet Rescue Network,https://petrescuenetworkstl.com/,petrescuenetworkstl@gmail.com,,,
,,,,Animals Best Friends,https://www.animalsbestfriends.org/,rescue@animalsbestfriends.org,,,
,,,,Joplin Humane Society,https://www.joplinhumane.org/,info@joplinhumane.org,,,
,,,,Another Chance Cat Rescue,https://www.facebook.com/AnotherChanceCatRescue/about?ref=page_internal,mherron265@gmail.com,,,
,,,,Dogs by Debin,https://dogsbydebin.com/,dogsbydebin@gmail.com,Fundraising@dogsbydebin.com,,
,,,"38.99838888155374, -94.53283637376771",KC Pet Project at KCCAC,https://kcpetproject.org/,contact@kcpetproject.org,,,
,,,"38.9084828439052, -94.54732703927371",Wayside Waifs,https://waysidewaifs.org/,areder@waysidewaifs.org,rrowland@waysidewaifs.org,,
,,,"40.21468596263337, -92.62308666758317",ADAIR COUNTY HUMANE SOCIETY,https://www.adairhumanesociety.org/,https://www.adairhumanesociety.org/contact/,,,
,,,,Field of Dreams Rescue Inc,https://www.fodrescue.org/,fodr06@yahoo.com,,,
,,,"38.615645330684096, -90.49799528422766",Country Acres Rescue,https://countryacresrescue.org/,countryacresrescue@gmail.com,,,
,,,"36.88002308042937, -94.44011344279551",Faithful Friends Adoption Center,http://www.ffaaneosho.org/,adopt.ffaa@gmail.com,,,
,,,,Heartland Humane Society,https://hhsrescue.jigsy.com/,HHSRescue@outlook.com,,,
,,,"38.089788110570254, -92.69245897308619",Dogwood Animal Shelter,https://www.daslakeoftheozarks.com/,dogwoodshelter@hotmail.com,,,
,,,"37.05530554203985, -93.22933851316233",Canines 'N Cats Adoption Station,,Canines 'N Cats Adoption Station,,,
,,,"38.48547017227744, -90.77934448098371",Dirk’s Fund Shelter,https://www.dirksfund.com/,critters@dirksfund.com,,,
,,,"39.2015034816607, -94.68276046176612",Friends of Parkville Animal Shelter,https://www.parkvilleshelter.com/,friendsofparkvilleanimals@gmail.com,,,
,,,,Animal Welfare Alliance of Southeast Missouri,https://www.awasemo.org/,info@awasemo.org,,,
,,,"36.94979249805607, -90.15766989709105",Puxico MO Animal Control,https://www.facebook.com/puxicomoanimalcontrol/,puxicoanimalcontrol@hotmail.com,,,
,,,"39.008997746672556, -94.45904685212392",Midwest Animal ResQ,https://www.midwestanimalresq.org/,info@marqkc.org,,,
,,,"36.74423294842659, -93.36314604685296",Tri-Lakes Humane Society,https://www.tri-lakeshumanesoc.org/,pets4u@centurylink.net,,,
,,,"37.70119559858908, -91.51574865096626",Dent County Animal Welfare Society,https://www.dcaws.org/,contact@dcaws.org,,,
,,,"39.96154201194509, -94.81238389779638",M'Shoogy's Emergency Animal Rescue,http://www.mshoogys.com/,info@mshoogys.com,,,
,,,"39.18874967071738, -94.54736736588512",Second Chance Pet Adoptions,https://www.secondchancepetskc.org/,secondchancepetskc@gmail.com,,,
,,,"37.182020177365565, -93.30981876179196",C.A.R.E. Animal Rescue,https://www.carerescue.org/,carerescue@yahoo.com,,,
,,,,Valley Hills Animal Rescue,https://www.valleyhillsanimalrescue.com/,​valleyhillsanimalrescue@gmail.com,,,
,,,"38.62379697084815, -90.33582583851052",Animal Protective Association of Missouri (APA,https://apamo.org/,info@apamo.org,,,
,,,"38.75716584019053, -90.52744969594649",Five Acres Animal Shelter,https://www.fiveacresanimalshelter.org/,info@fiveacresanimalshelter.org,madeline@fiveacresanimalshelter.org,,
,,,"38.615915415124036, -90.28506957081835",Animal House Cat Rescue and Adoption Center,https://www.stlcats.org/,animalhouse@stlcats.org,,,
,,,"38.62971106701814, -90.21765542154677",Center for Animal Rescue & Enrichment of St. Louis,https://www.icarestl.org/,info@icarestl.org,,,
,,,"38.62655189911277, -90.14003462270612",Gateway Pet Guardians,https://gatewaypets.org/,info@gatewaypets.org,,,
,,,,House Rabbit Society of Missouri: St. Louis Chapter,https://www.morabbit.org/redirect,mo_hrs@hotmail.com,,,
,,,"38.62621309813546, -90.27567777890008",Humane Society of Missouri,https://hsmo.org/,info@hsmo.org,,,
,,,,Open Door Animal Sanctuary,,Tracie@odas.org,,,
,,,,PET RESCUE SERVICES,https://www.facebook.com/petrescueservices1/,spayapet@yahoo.com,,,
,,,,STRAY HAVEN Feline Rescue St. Louis,http://strayhavenrescue.org/,info@strayhavenrescue.org,,,
,,,,The Cat Network,http://catnetwork.org/,info@catnetwork.org,,,
,,,"38.44085986760714, -92.99188901222088",Stover Animal Rescue,https://www.stoveranimalrescue.com/,stoveranimalrescue@gmail.com,,,
,,,"38.18566441249735, -92.80602865603532",Ozarks Kat And K9 Shelter,https://www.ozarkskatandk9.com/,ozarkskatandk9@gmail.com,,,
,,,"40.07629058858532, -93.58264680959032",Green Hills Animal Shelter,https://www.greenhillsanimalshelter.org/,greenhillsanimalshelter@gmail.com,,,
,,,"36.660493661628884, -93.91697571786196",Haven of the Ozarks Animal Sanctuary,,havenozarksanctuary@gmail.com,,,
,,,"38.973973694166446, -91.10616274466977",PALS Animal Shelter and Rescue,https://pals-pets.com/,shelter@pals-pets.com,,,
,,,"36.74417507402614, -91.84819699621895",West Plains Regional Animal Shelter,https://www.facebook.com/Wpanimalshelter/,wprashelter@gmail.com,,,
,,,,Pawsibilities Are Endless,,Calliepawsibilities@gmail.com,,,
,,,,,,,,,
,,MONTANA,,,,,,,
,,,"45.76051265486895, -108.49722098340123",Help for Homeless Pets,,hhpmontana1@gmail.com,,,
,,,,Last Chance Cat Sanctuary,https://www.angelfire.com/mt2/lastchancecats/,whitetoes@bresnan.net,,,
,,,,National English Shepherd Rescue,https://nesr.info/index.php,https://nesr.info/contact-nesr.php,,,
,,,"45.75295091368432, -111.14452088980714",Heart of the Valley Animal Shelter,https://www.heartofthevalleyshelter.org/?doing_wp_cron=1691303911.3115799427032470703125,frontdesk@heartofthevalleyshelter.org,,,
,,,,Bright Eyes Animal Shelter,http://brighteyesanimalshelter.org/,brighteyes@3rivers.net,,,
,,,"45.23322487214121, -112.61934396453823",Beaverhead Animal Shelter,https://www.beaverheadshelter.org/,beaverheadshelter@gmail.com,,,
,,,,Dedman Foundation,,dedmanfoundation@gmail.com,,,
,,,"47.52790018304195, -111.29267030266895",Maclean-Cameron Animal Adoption Center,https://mc-aac.org/,admin@mc-aac.org,director@mc-aac.org,,
,,,,Feral Cat Rescue,http://www.feralcatrescuemt.org/,director@feralcatrescuemt.org,,,
,,,,Paws to Peaks Rescue,https://www.pawstopeaksrescue.com/,pawstopeaksrescue@gmail.com,,,
,,,,Wild About Cats Rescue and Sanctuary,https://www.wildaboutcatsmontana.org/,wacrsmt@gmail.com,,,
,,,"48.277715651477465, -114.32927539312175",Humane Society of NW Montana,https://humanesocietypets.com/,info@humanesocietypets.com,,,
,,,,Paws Of Perseverance Bully Breed Rescue,https://www.facebook.com/pawsofperseverance/,pawsofperseverance@gmail.com,,,
,,,"48.402523654984776, -115.54991458581218",Kootenai Pets for Life,https://kootenaipetsforlife.com/,kootenaipetsforlife@yahoo.com,,,
