,,,,,,,,
,,,MAP,NAME,WEB,EMAIL,,
,,,"34.43915990070991, -119.81400635748835",Animal Shelter Assistance Program,https://asapcats.org/,info@asapcats.org,,
,,,"37.96728147487622, -120.43315621866772","Second Chance Cocker Rescue, Inc.",https://secondchancecockerrescue.org/,secondchancecockerrescueorg@gmail.com,elizabeth.mazzetti@gmail.com,
,,,,Project Purr,http://www.projectpurr.org/,info@projectpurr.org,,
,,,"34.948122308967754, -120.49396070459159",Santa Maria Valley Humane Society,https://sbhumane.org/,info@sbhumane.org,,
,,,"34.27167443013789, -118.46598991915472",Paws For Life K9 Rescue,https://pawsforlifek9.org,info@pawsforlifek9.org,,
,,,"34.017082574119335, -118.49002052477998",Philozoia,https://www.philozoia.org/,philozoiaanimals@gmail.com,philozoiaanimals@gmail.com,
,,,,The Forgotten Dog Foundation,https://theforgottendog.org/,info@theforgottendog.org,,
,,,,Voice For the Animals Foundation,https://www.vftafoundation.org/,info@vftafoundation.org,,
,,,"34.35397984235022, -119.06670491331127",SPARC (Santa Paula Animal Rescue Center) ,https://santapaulaarc.org/,info@santapaulaarc.org,,
,,,"38.3987701048677, -122.75281001072318",Compassion Without Borders,https://cwob.org/,info@cwob.org,,
,,,"38.469587051346764, -122.746979798691",Forgotten Felines of Sonoma County,https://www.forgottenfelines.com/,info@forgottenfelines.com,,
,,"38.60678931653172, -122.88201913069615","38.41135245623765, -122.79630724627842",Humane Society of Sonoma County,https://humanesocietysoco.org/,info@humanesocietysoco.org,,
,,,,The Rabbit Haven,http://therabbithaven.org/,director@therabbithaven.org,,
,,,"33.753751101436954, -118.09070968688694",Seal Beach Animal Care Center,https://www.sbacc.org/,contact@sbacc.org,,
,,,"36.57582314020543, -119.62293808244156",Second Chance Animal Shelter,https://www.2ndchanceanimalshelter.org/,info@2ndChanceAnimalShelter.org?,,
,,,"41.32725349584227, -122.32228416179538",Siskiyou Humane Society,https://siskiyouhumane.org/,reception@siskiyouhumane.org,,
,,,,Animal Hope and Wellness Foundation,https://www.animalhopeandwellness.org/,info@animalhopeandwellness.org,,
,,,,"C.A.R.E., Cat/Canine Assistance, Referral & Education",https://www.care4pets.org/,mail@care4pets.org,,
,,,,Camp Cocker Rescue,https://www.campcocker.com/,CampCockerInformation@gmail.com,,
,,,,Heart of a Horse,https://www.facebook.com/heartofahorse/,contact@heartofahorse.org,mon_andersen@hotmail.com,
,,,"34.278067048780116, -118.74066998033682",Tiny Loving Canines (TLC),https://www.facebook.com/TLCanines/,tinylovingcanine@aol.com,,
,,,"38.286081353031605, -122.43533458702117",PETS LIFELINE,https://www.petslifeline.org/,info@petslifeline.org,,
,,,,Foundation for the Care of Indigent Animals,,FCIAadoptions@aol.com,,
,,,"38.49998649613108, -122.46573400787965",We Care Animal Rescue,https://wecareanimalrescue.org/,shelter@wecareanimalrescue.org,,
,,,,The Rescue Train,https://therescuetrain.org/,info@therescuetrain.org,,
,,,,"Save A Rescue, Inc.",https://savearescue.org/orgsandrescues/listing/sun-city-k9-adoptions,Bev@SaveARescue.org,,
,,,,Leave No Paws Behind,https://leavenopawsbehind.org/,info@leavenopawsbehind.com,,
,,,,S.A.F.E. Rescue Team - Saving Animals from Euthanasia,https://saferescueteam.org/,safe@saferescueteam.org,,
,,,"34.299445347870034, -118.37539955986779",Golden Years Dog Sanctuary,https://goldenyearsdogsanctuary.com/,goldenyearsdogsanctuary@yahoo.com,,
,,,"35.12549800650015, -118.57135174048761",Marley's Mutts Dog Rescue,https://www.marleysmutts.org/,inquiries@marleysmutts.org,,
,,,,STOP - Save Tehachapis Orphaned Pets,https://www.stoprescue.org/,contact@stoprescue.org,,
,,,,Retrievers and Friends of Southern California,http://www.retrieversandfriends.com/,info@retrieversandfriends.com,,
,,,,Domino Effect Animal Rescue,http://www.dominoeffectanimalrescue.org/,info@dominoeffectanimalrescue.org,,
,,,,Second Chance At Love,https://www.secondchancelove.org/,ilovedogs@tcsn.net,,
,,,,"Paw Works, Inc.",https://www.pawworks.org/,info@pawworks.org,,
,,,"33.81610750253549, -116.399888769881",Animal Samaritans SPCA,https://animalsamaritans.org/,Info@animalsamaritans.org,,
,,,,Animal Rescue of Tracy,https://www.animalrescuetracy.org/,contact@AnimalRescueTracy.org,,
,,,,Humane Society of Truckee-Tahoe,https://hstt.org/,info@hstt.org,,
,,,,Friends of Turlock Animal Shelter ,http://www.turlockanimals.com/,turlockanimals@aol.com,,
,,,"38.09436949629472, -122.25171124741327",Human Society of the North Bay,https://www.hsnb.org/,info@hsnb.org,,
,,,,Lazy Dog Rescue,http://www.lazydogrescue.net/,lazydogrescue@gmail.com,,
,,,"34.157833769067274, -118.3693788233924",Bunny Luv Rabbit Resource Center,https://www.bunnyluv.org/,bunnyluv@bunnyluv.org,,
,,,"34.21118574656688, -118.47899467794849",Pet Orphans of Southern California (POSC),https://petorphans.org/,info@petorphans.org,,
,,,"34.31166141226383, -119.10478276532831",Canine Adoption and Rescue League (CARL),https://carldogs.org/,info@carldogs.org,,
,,,,Greyfoot Cat Rescue,,greyfootcat@gmail.com,,
,,,,P.A.T.C.H. Rescue,http://www.patchrescue.com/,PatchRescue@gmail.com,,
,,,,"Gabby’s Animal Rescue, Inc.",https://gabbysanimalrescuevisalia.org/,gabbysanimalrescue@hotmail.com,,
,,,"37.89404193631671, -122.0541797269533",Community Concern for Cats,https://www.communityconcernforcats.org/,mail@communityconcernforcats.org,,
,,,"37.93323558063069, -122.02060265582087",Animal Rescue Foundation (ARF),https://arflife.org/,https://fs7.formsite.com/tlrarf/kqlmtecbia/index.html,,
,,"34.42308551125654, -118.4145191125351","34.04148370787907, -118.4386784856704",Lange Foundation ,https://langefoundation.org/,info@langefoundation.org,,
,,,,Second Chance Pet Adoptions,http://secondchancepetadoptions.org/,info@SecondChancePetAdoptions.org,,
,,,"33.75971951669769, -118.01340753673352",WAGS Pet Adoption,https://wagspetadoption.org/,michellerussillo@gmail.com,,
,,,,Southern California Abyssinian Rescue,https://www.socaabyrescue.com/,marla@socaabyrescue.com,,
,,,"38.5626811941585, -122.82477797908936",Greendog Rescue Project,,info@greendogproject.org,,
,,,,J.J. Woofin' Paws Rescue Agency,https://www.jjwoofinpaws.com/,jjwoofinpaws@gmail.com,,
,,,,"krazy for kats, inc.",https://www.krazyforkats.org/,michele@krazyforkats.com,,
,,,,Happier Tails Rescue,https://htrescue.org/,HappierTailsRescue@gmail.com,,
,,,"41.70915797665875, -122.5996243742962",Rescue Ranch,https://rrdog.org/,info@rrdog.org,,
,,,"34.038801981840706, -117.09186010170627",Yucaipa Animal Placement Society,https://yaps.org/,info@yaps.org,,
,,,,Luna Siberian Rescue,https://lunasiberianrescue.dog/,Lunasiberianrescue@aol.com,,
,,,,,,,,
,,COLORADO,,,,,,
,,,"37.47528428977312, -105.87625799200629",San Luis Valley Animal Welfare Society ,https://www.slvaws.org/,woof@slvaws.org ,,
,,,"39.22622471542057, -106.86564092047273",Aspen Animal Shelter,https://aspenanimalshelter.com/,aspenanimalshelter@gmail.com,,
,,,"39.67531701592397, -104.86999090529",Colorado Puppy Rescue,https://www.coloradopuppy.org/,Info@coloradopuppy.org,,
,,,,Demi’s Animal Rescue,https://demisanimalrescue.com/,info@demisanimalrescue.com,,
,,,"39.71596104390423, -104.72700053369734",Dmk Rehoming,https://dmkrehoming.com/,info@dmkrehoming.com,,
,,,,Forgotten Felines Rescue,https://forgottenfelinesdenver.org/,info@forgottenfelinesdenver.org,,
,,,"39.71592064096522, -104.72698855642864",L.O.L.A.s Rescue,https://lolasrescue.com/,info@lolasrescue.com,,
,,,,"Rocky Mountain Great Dane Rescue, Inc",http://rmgreatdane.org/,adoptadane@rmgreatdane.org,,
,,,"39.71287485792937, -104.4795898955915",Longhopes Donkey Shelter,https://longhopes.org/,info@longhopes.org,,
,,,"40.02259932745009, -105.22658017890383",Humane Society of Boulder Valley,https://www.boulderhumane.org/,info@boulderhumane.org,,
,,,,Summit Dog Rescue,https://www.summitdogrescue.org/,summitdogrescue@yahoo.com,,
,,,,Animal Rescue of the Rockies ,https://arrcolorado.org/about/,admin@arrcolorado.org,,
,,,,Creative Acres,https://www.facebook.com/profile.php?id=100067597956665,CreativeAcre@aol.com,,
,,,"39.97195355232375, -104.85464006106568",Lifeline Puppy Rescue,https://www.lifelinepuppy.org/,lifelinepuppyrescue@yahoo.com,,
,,,,Colorado House Rabbit Society,,co-hrs@comcast.net,,
,,,,Do Over Dogs,https://dooverdogs.com/,dooverdogs@hotmail.com,,
,,"38.52435230535625, -106.0016071283255","38.8247645755797, -106.13764998329596",Ark-Valley Humane Society ,https://www.ark-valley.org/,info@ark-valley.org,,
,,,"38.44617126366274, -105.20351166696388",Humane Society of Fremont County,https://www.fremonthumane.com/,info@hsfremont.org,,
,,,,Douglas County Canine Rescue,,ContactUs@douglascountycanine.org,,
,,,"39.07483157610899, -104.71431209292084",Paws N Hooves FL,https://bfasfarm.org/index.html,pawsnhoovesrescue@gmail.com,,
,,,,"9 Lives Rescue, Inc.",https://colorado9lives.com/,info@colorado9lives.com,,
,,,,Chihuahua & Small Dog Rescue,https://chihuahua-smalldogrescue.org/,info@chihuahua-smalldogrescue.org,,
,,,,El Paso County Canine Rescue,https://www.elpasocountycanine.org/,elpasocountycanine@gmail.com,,
,,,"38.83825578120456, -104.78899887642453",Look What the Cat Brought In,https://lookwhatthecatbroughtin.org/,lookcatin@gmail.com,,
,,,"39.02086377772065, -104.68232464137655",National Mill Dog Rescue,https://nmdr.org/,elizabethk@nmdr.org,tommie@nmdr.org,
,,,"38.893697288012646, -104.8284892052792",No Hound Unhomed,http://www.nohoundunhomed.org/,nohoundunhomed@gmail.com,,
,,,"38.8549593107629, -104.80337595836315",Safe Place for Pets,https://www.safeplacepets.org/,info@safeplacepets.org,,
,,,,Wild Blue Cats,https://www.facebook.com/wbcats.org/,contact@wbcats.org,,
,,,"37.348321698156376, -108.5881117891884",Denkai Animal Sanctuary,https://denkaisanctuary.org/,outreach@denkaisanctuary.org,info@denkaisanctuary.org,
,,,,Cayleb's Kindred Senior Dog Rescue,http://caylebskindred.weebly.com/,caylebskindred@gmail.com,,
,,,"39.67910807336617, -104.90247497498117",Dumb Friends League,https://www.ddfl.org/,league_mews@ddfl.org,Socialmedia@ddfl.org,
,,,"39.67841439581104, -104.97781666879997",Ferret Dreams Rescue and Adoption,https://ferretdreams.org/,ferrets@ferretdreams.org,,
,,,,Front Range German Shepherd Rescue,https://frgsr.rescuegroups.org/,Gs44@aol.com,,
,,,,Ho-Bo Care,https://www.hobocare.org/,info@hobocare.org,,
,,,,HomeComings Dog Rescue,,homecomingsrescue@gmail.com,,
,,"39.73194384361151, -104.99725773682208","39.73231357043458, -104.9965957187279",MaxFund,https://maxfund.org/home,https://www.maxfund.org/,,
,,,,PawsCo,https://pawsco.org/,director@pawscoadoptions.org ,,
,,,"39.67326515678385, -104.99204572175334",Rocky Mountain Feline Rescue,https://www.rmfr-colorado.org/,(303) 744-6076,,
,,,"39.43769816471647, -104.60516425394412",The Gabriel Foundation,https://thegabrielfoundation.org/,gabriel@thegabrielfoundation.org,,
,,,"38.94390443570875, -105.15010069137995",Teller County Regional Animal Shelter Inc.? ,https://www.tcrascolorado.org/,kellie@tcrascolorado.com,,
,,,"37.48388677877249, -108.55602113602603",Obe's Angels Rescue,http://www.obesangelsrescue.com/,http://www.obesangelsrescue.com/contact.html,,
,,,"39.76393356491811, -105.61000942977944",Clear Creek/Gilpin Co. Animal Shelter (Charlies Place),https://charliesplaceshelter.weebly.com/,shelter@clearcreeksheriff.us,,
,,,"37.15158209155448, -107.8696719496015",Annie's Orphans,https://www.anniesk9orphans.org/,anniesk9orphans@yahoo.com,,
,,,,Eagle Valley Humane Society,https://www.adoptafriend.org/,humane@vail.net,,
,,,,Colorado Shiba Inu Rescue (COSIR) ,https://coloradoshibainurescue.org/,adopt@coloradoshibainurescue.org,,
,,,"40.36974549014594, -104.70598669242993",The Humane Society of Weld County,https://www.weldcountyhumane.org/,info@weldcountyhumane.org,,
,,,,Circle 2 Rescue,https://www.circle2rescue.com/,circle2rescue@yahoo.com,,
,,,,Evergreen Animal Protective League,https://eapl.com/,eaplevergreen@eapl.com,,
,,,,Retriever Rescue of Colorado,https://retrieverrescueofcolorado.com/,retrieversrroc@gmail.com,,
,,,"40.52421282704751, -105.10995140478472",All Aboard Rescue,https://aaanimalrescue.org/,info@aaanimalrescue.org,,
,,,"40.61871975691106, -105.1130527877919",Animal Friends Alliance,https://www.savinganimalstoday.org/,info@savinganimalstoday.org,,
,,,,Bounce Animal Rescue,https://bounceanimalrescue.org/,contact@bounceanimalrescue.org,,
,,,"40.56346321110072, -105.10208371245511",Colorado Kitty Coalition,https://www.cokittycoalition.com/,cokittycoalition@gmail.com,,
,,,,Izzy’s Place Senior Dog Rescue ,https://izzysplaceseniordogrescue.org/,Nicolerescue@gmail.com,,
,,,"40.09201445714146, -104.81583564986312",Every Creature Counts,https://www.everycreaturecounts.org/,everycrittercounts@gmail.com,,
,,,,German Shepherd Rescue of the Rockies (GSROR),http://www.gsror.com/,gsroa@gsror.com,,
,,,"39.11158209795325, -108.6417561947854",CLAWS Rescue and Adoption Center,https://www.clawsgj.org/,clawsgj@outlook.com,,
,,,"39.08556478230592, -108.58370694605817",Harmony Animal Matchmaker and Sanctuary,https://harmonyanimals.com/,info@harmonyanimals.com,,
,,,"39.057597179722464, -108.53337926130729",Roice-Hurst Humane Society,https://rhhumanesociety.org/,info@rhhumanesociety.org,,
,,,"38.52925468771792, -106.94210410944494",Gunnison Valley Animal Welfare League,https://gvawl.org/,info@gvawl.org,,
,,,"39.72668762039218, -105.05981014009478",Cat Care Society,https://catcaresociety.org/,info@catcaresociety.org,,
,,,,Misha May Foundation,http://mishamayfoundation.org/,mishamayfoundation@gmail.com,,
,,,,2 Blondes All Breed Rescue,https://2babrescue.com/,info@2babrescue.org,,
,,,,"Colorado Greyhound Adoption, Inc",https://www.greyhoundadoption.com/,info@greyhoundadoption.com,,
,,,,Twice Purrfect Feline Rescue,https://www.twicepurrfect.org/,contact@twicepurrfect.org,,
,,,"40.15411662502241, -105.12858522154991",Longmont Humane Society,https://www.longmonthumane.org/,info@longmonthumane.org,,
,,,,Innocent Paws Puppy Rescue,https://innocentpawspuppyrescue.org/,contactippr@gmail.com,,
,,,"38.85644262021231, -104.90047367468543",Happy Cats Haven,https://happycatshaven.org/,adopt@happycatshaven.org,,
,,,,Mile High Canine Rescue,https://www.milehighcanine.org/,info@milehighcanine.org,,
,,,,Upper Rio Grande Animal Society ,https://www.urgasconouranimalshelter.org/,shelter@urgasconouranimalshelter.org,,
,,,,Hoof & Paw,https://www.facebook.com/profile.php?id=100057269635613,hoofandpaw@hotmail.com,,
,,,,My Second Home Rescue,https://www.mysecondhomerescue.org/,mysecondhomerescue@gmail.com,,
,,,"37.283478323018976, -107.06572618807697",Humane Society of Pagosa Springs,https://www.humanesociety.biz/,sheltermanager@humanesociety.biz,hsadmin@humanesociety.biz,
,,,,Citizens for Animal Welfare and Shelter,https://cawsonline.org/,caws@cawsonline.org,,
,,,,Katmandu Paonia ,https://katmandupaonia.org/,gwinette@paonia.com,,
,,,,Rocky Mountain Cocker Rescue,https://rockymountaincockerrescue.org/,inquiries@rockymountaincockerrescue.org,,
,,,"38.99871937955754, -104.49247202740968",PYRescue,https://www.pyrescue.org/,pyrescueco@gmail.com,,
,,,"39.46277386193249, -105.39949496925163",IMHS - Intermountain Humane Society ,https://www.imhs.org/,info@imhs.org,,
,,,"38.27311200602328, -104.66180310828115",PAWS for Life - Animal Welfare and Protection Society,https://pawspueblo.org/,contactus@pawspueblo.org,,
,,,"38.23903729307982, -104.64335906865116",SOCO - Southern Colorado Spay and Neuter Association,https://www.socospay.com/,socospayandneuter@qwestoffice.net,,
,,,,"Rocky Mountain Collie and Sheltie Rescue, Inc.",https://www.colliesheltierescue.org/,rmcsr@colliesheltierescue.org,,
,,,"38.17593998748583, -107.74025746999313",Second Chance Humane Society,https://secondchancehumane.org/,animalcare@adoptmountainpets.org,,
,,,"39.54267988809373, -107.7936907374302",Rifle Animal Shelter ,https://jhacc.org/,info@jhacc.org,,
,,,"39.4172294690683, -104.95285479012435",4 Paws 4 Life Rescue and Boarding,https://4p4l.org/,INFO@4P4L.ORG,,
,,,,Moms and Mutts: Colorado Rescue for Pregnant and Nursing Dogs ,https://mamcorescue.org/,info@mamcorescue.org,,
,,,,Logan County Humane Society,,info.lchs@gmail.com,,
,,,"39.85621707028939, -105.0628922399613",Almost Home Adoptions for Rescued Cats,https://almosthomeadoptions.com/,AlmostHomeAdoptions@yahoo.com,,
,,,,San Nicola Dog Rescue & Sanctuary ,https://sannicoladogrescue.com/DenverDogShelter.aspx,sannicoladogrescue@gmail.com,,
,,,,Big Bones Canine Rescue,https://bigbonescaninerescue.com/,bigbonesrescue@gmail.com,,
,,,,Blue Lion Rescue,https://bluelionrescue.org/,bluelionrescue@yahoo.com,,
,,,,Majestic Canine Rescue,https://majesticcaninerescue.squarespace.com/,info@majesticcaninerescue.org,,
,,,,,,,,
,,CONNETICUT,,,,,,
,,,"41.363411482359666, -73.42139289010798",Danbury Animal Welfare Society,https://daws.org/,daws@daws.org,,
,,,,Second Chance Animal Rescue of Connecticut and Missouri,https://secondchanceanimalrescuect.org/,janet@secondchanceanimalrescuect.org,,
,,,"41.8090183027878, -72.71010146841223",Dog Star Rescue,https://dogstarrescue.org/,contactus@dogstarrescue.org,,
,,,"41.85592100764808, -72.72307529573987","The Simon Foundation, Inc.",https://www.thesimonfoundation.org/,adopt@thesimonfoundation.org,,
,,,"41.75854736197919, -72.52212085436724",Sadie Mae Foundation Animal Rescue League Inc.,https://www.sadiemaefoundation.org/,donate@sadiemaefoundation.org,,
,,,,Boot n Kit Canine Rescue,https://www.newenglandpuppyrescue.com/,bootnkit@gmail.com,info@newenglandpuppyrescue.com,
,,,,FORGOTTEN FELINES,https://www.forgottenfelinesct.org/,info@forgottenfelinesct.org,,
,,,,Passion 4 Paws,http://www.passion4paws.org/,http://www.passion4paws.org/contact-us,,
,,,,"3 Bunnies Rabbit Rescue, Inc.",http://www.3bunnies.org/,3bunniesinfo@gmail.com,,
,,,,"Pet Protectors, Inc.",http://www.petprotectorsrescue.org/,contactus@petprotectorsrescue.org,,
,,,,Forever Feisty Chinchilla Rescue Inc.,https://www.foreverfeistychinchilla.org/,foreverfeistychins@gmail.com,,
,,,,HTAC - Hidden Treasures Adoption Center,https://ht-ac.org/,info@ht-ac.org,,
,,,,Labs4Rescue,https://labs4rescue.com/,info@labs4rescue.org,,
,,,,"Olivers House Rescue, Inc",,olivershouserescue@gmail.com,,
,,,,Ledyard CHAIN Inc,https://www.ledyardchain.org/,?ledyardchain@gmail.com,,
,,,,Compassion For Cats,https://compassionforcatsnlc.com/,carrienylen@comcast.net,,
,,,,"Meow, Inc.",http://www.meowct.org/,meowinc@yahoo.com,,
,,"41.88999837575654, -72.12286590083826","41.805805769788755, -72.50696453501273",Our Companions Animal Rescue,https://www.ourcompanions.org/,helpline@ourcompanions.org,,
,,,"41.80957348088166, -72.52974584251234",Save All Dogs Rescue,https://www.savealldogsrescue.com/,savealldogsrescue@gmail.com,,
,,,,"The Queenie Foundation, Inc.",https://www.facebook.com/TQF96/,queeniefound@hotmail.com,,
,,,,Nile Valley Egyptian Foundation,https://nvecats.wixsite.com/nvecats,nvecats@gmail.com,,
,,,"41.51264175733844, -72.76873863474829",Meriden Animal Control-Saving Paws,https://www.savingpawsct.org/,info@savingpawsct.org,,
,,,,New Beginnings and Forever Homes,,nbfhct@gmail.com,,
,,,,"Animals for Life, Inc.",https://animalsforlife.org/,contact@animalsforlife.org,,
,,,,Floras Pet Project,,flora@floraspetproject.org,floradog2003@yahoo.com,
,,,,Foster & Forever Pet Rescue,https://www.fosterandforever.org/,fosterandforever@gmail.com,,
,,,,"Strays & Others, Inc.",,straysandothers@hotmail.com,,
,,,"41.497790627353474, -73.52996611181763",New Fairfield/Sherman Animal Welfare,https://www.nfsaw.org/,nfsaw@att.net,,
,,,,The Greater New Haven Cat Project,https://www.gnhcp.org/,gnhcp1@gnhcp.org,,
,,,"41.55277354482725, -73.4122826986153","Animal Welfare Society, Inc",https://www.aws-shelter.org/,animalwelfare.socty@snet.net,,
,,,"41.70074871718478, -72.70661942482597",CHS - Connecticut Humane Society,https://cthumane.org/,info@cthumane.org,,
,,,"41.33420958757639, -72.75722625628084",Branford Compassion Club,https://branfordcompassionclub.org/,contact_us@branfordcompassionclub.org,,
,,,"41.371409424022616, -72.84098718217679",The Animal Haven,https://theanimalhavenct.org/,ilovepets@theanimalhavenct.org,,
,,,"41.38204688927247, -72.87953446449892","The Purr Project, Inc.",https://www.purrproject.org/,mail@purrproject.org,,
,,,"41.107579048842744, -73.39644803030595",Hop Along Hollow,https://www.hopalonghollow.org/home,Hopalonghollow@aol.com,,
,,,"41.15320675246536, -73.42374337659977",Pet Animal Welfare Society,https://www.pawsct.org/,kerry.dobson@pawsct.org,lisad@pawsct.org,
,,,,"Pet Connections, Inc.",http://www.petconnectionsoldlyme.org/,@petconnections@comcast.net,,
,,,,Fur-Gotten Tails Animal Rescue,,furgottentailsanimalrescue@yahoo.com,,
,,,"41.289927232531035, -73.4911347035511",ROAR (Ridgefield Operation for Animal Rescue),https://roar-ridgefield.org/,officeadmin@roarshelter.org,,
,,,,Stamford Homeless Pets & OPIN,https://www.opinpets.org/,outreach@opinpets.org,,
,,,,Hearts United Cat Rescue,https://www.hucatrescue.org/,hucatrescue@gmail.com,,
,,,,Better Days Rescue Fund,https://www.betterdaysrescuefund.org/,betterdaysrescue@gmail.com,,
,,,,Loyal Paws Rescue & Sanctuary,https://www.loyalpaws.org/,loyalpawz@gmail.com,,
,,,"41.471027316765394, -73.22241307648675",Whiskers Pet Rescue,https://whiskerspetrescue.org/,WhiskersPetRescue@yahoo.com,,
,,,,Best Friends for Life Animal Rescue,https://www.bestfriendsforlifeanimalrescue.com/,pigpen389@cox.net,,
,,,"41.043998435662175, -73.5447196472952",Lucky Dog Refuge CT,https://www.luckydogrefuge.com/,info@luckydogrefuge.com,,
,,,,Red Leash Rescue,https://www.redleashrescue.com/,redleashrescue2015@gmail.com,,
,,,,"Friends of Felines, Inc.",https://www.fofct.org/,cats@fofct.org,,
,,,"41.6795086992102, -73.02416861156205",Animal Rescue Foundation (ARF),https://www.arfct.org/,admin@arfct.org,,
,,,"41.99835718321535, -71.81861201672699",Lost and Found Cat Shelter,https://www.facebook.com/lostandfoundcatshelter/,lostandfoundcatshelter@yahoo.com,,
,,,,Rose Hope Animal Refuge,https://www.facebook.com/rosehopeanimalrefuge/about/?ref=page_internal,feline55keeper@gmail.com,hanna@rosehope.org,cathysca@comcast.net
,,,"41.87469067791156, -73.34015099950915",Little Guild ,https://www.littleguild.org/,director@littleguild.org,,
,,,,Animal Friends Of Connecticut,https://www.animalfriendsofct.org/,afoc@afocinc.org,afoc@animalfriendsofct.org,
,,,"41.30957273465537, -72.49275780363419",Valley Shore Animal Welfare League (also known as VSAWL),https://www.valleyshoreanimalwelfareleague.org/,valleyshoreawl@gmail.com,,
,,,,TAILS (The Alliance In Limiting Strays),https://www.tailsct.org/,info@tailsct.org,,
,,,,WASA - Westport Animal Shelters Advocates,http://www.westportwasa.org/,wasa1@optonline.net,,
,,,"41.91288757076395, -72.68670674351702",CT Cat Connection,https://www.ctcatconnection.org/,adoptions@ctcatconnection.org,,
,,,,The Cats Meow Animal Rescue League,https://www.facebook.com/TheCatsMeowAnimalRescueLeague/,thecatsmeowrescue@gmail.com,,
,,,"41.93307847486256, -71.95560952521329",Paws Cat & Kitten Shelter,https://woodstockcats.org/,Lydia@paws-ct.org,pawsctshelter@gmail.com,
,,,"41.73427599272545, -72.62595777174035",Protectors of Animals,https://poainc.org/,poaplacement@gmail.com,,
,,,,,,,,
,,DELAWARE,,,,,,
,,,,Fur Ever Paws Dog Rescue,https://fur-everpaws.com/,info@fur-everpaws.com,,
,,,"39.1079631781506, -75.56292500135793",First State Animal Center and SPCA,https://www.fsac-spca.org/,info@fsac-spca.org,,
,,,,One Dog More,,onedogmorerescue@gmail.com,,
,,,,Purrfect Haven,,purrfecthavencat@hotmail.com,phcradopt@gmail.com,
,,,,Forgotten Cats,https://forgottencats.org/,info@forgottencats.org,,
,,,,"Homeless Cat Helpers, Inc.",https://homelesscathelpers.org/,director@homelesscathelpers.org,,
,,,,Andy's Friends Cat Rescue & Adoption,http://www.andysfriends.org/,info@andysfriends.org,,
,,,"39.73244084881168, -75.54699857001309",Delaware Humane Association,,info@dehumane.org,,
,,,"39.729895122296845, -75.57895537060263",Faithful Friends,https://faithfulfriends.us/,info@faithfulfriends.us,,
,,,"39.71390412982499, -75.66437684336523",Response-a-Bull Rescue,http://www.savethemisunderstood.org/,caitlyn@response-a-bull.org,,
,,,,"Senior Dog Haven & Hospice, Inc.",https://seniordoghaven.org/,info@seniordoghaven.org,,
,,,,,,,,
,,FLORIDA,,,,,,
,,,"28.677390004729595, -81.517947279329",Candy's Cats,https://www.candyscats.org/,candyscats@gmail.com,,
,,,,Rescue Junkie Inc.,https://rescuejunkie.org/,Summer@rescuejunkie.org,,
,,,"26.181822689484466, -80.13908691339705","Animal Aid, Inc.",https://www.animal-aid.com/,AnimalAidInc@aol.com,,
,,,,Chesed Foundation Dog and Cat Rescue,https://chesed-rescue.org/,info@chesed-rescue.org,,
,,,,Palm Beach Parrot Rescue,https://palmbeachparrotrescue.com/,oddo94@hotmail.com,,
,,,"27.48205274662233, -82.61923936129178",Bishop Animal Shelter S.P.C.A. of Manatee County,http://www.bishopspca.org/,http://www.bishopspca.org/contact/,,
,,,,Gulf Shore Animal League,https://gsalinc.org/,info@gsalinc.org,,
,,,"27.47804422646058, -82.57497590429301",Humane Society of Manatee County,https://www.humanemanatee.org/,info@humanesocietymanatee.org? ,,
,,,"27.482831673213095, -82.60323038692029",Moonracer No Kill Animal Rescue,https://www.moonraceranimalrescue.com/,Moonraceranimalrescue@gmail.com,,
,,,"27.452536290073912, -82.39482723448857",NHAR - Nate’s Honor Animal Rescue,https://nateshonoranimalrescue.org/,info@honoranimalrescue.org,,
,,,"28.53411939240995, -82.42447631373415","Humane Society of the Nature Coast, Inc.",https://humanerescue.org/,VEC@humane-society.mysites.io,Adoptions@humane-society.mysites.io,
,,,,Humans And Animals United Inc (HAAU),https://humansandanimalsunited.com/,haauinc@gmail.com,,
,,,"28.49758437544903, -82.31889180253216",We Care For Paws,https://www.wecareforpaws.org/,info@www.wecareforpaws.org,,
,,,"29.4942046710059, -81.26461378947727",Flagler Cats Inc.,https://www.facebook.com/FlaglerCats/,flaglercats@gmail.com,,
,,,"30.632096996361955, -87.301279045264",Jr. Humane Society,https://www.juniorhumanesociety.com/,frankiegone2dogs@aol.com,,
,,,"26.973861870162054, -82.04253313579312",Animal Welfare League of Charlotte County,http://awlshelter.org/,info@awlshelter.org,,
,,,,Humane Society of Citrus County FL Inc.,http://www.humanesocietycitrus.com/,lisa@roomforonemore.net,karron@roomforonemore.net,
,,,"27.98298256839362, -82.71123217896536",Humane Society of Pinellas,https://www.humanesocietyofpinellas.org/,CEO@HumanePinellas.org,Marketing@HumanePinellas.org,Media@HumanePinellas.org
,,,"26.752511124940934, -80.94579763057655","All For The Critters, Inc",,allforthecritters@yahoo.com,,
,,,,"PB&J Animal Rescue, Inc.",https://pbandjrescue.wordpress.com/about/,barbra.justice@gmail.com,,
,,,"26.0955389846696, -80.1656825120166","Grateful Paws Dog & Cat Rescue, Inc.",http://www.gratefulpaws.org/,info@gratefulpaws.org,,
,,,,Shih Tzu Rescue,http://shihtzurescue.org/,http://shihtzurescue.org/,,
