name,city,country,address,postal_code,email,phone,website,_source,_review_needed,_salvage_reason,_file
Southeast Missouri Pets,,US +1,,,hssemo@semopets.org,,https://semopets.org/,clean,no,,
Clinton Animal Rescue Envdeavor,,US +1,,,clintonanimalshelter@yahoo.com,,,clean,no,,
Barnie's Place Feline Rescue,,US +1,,,barniesplacefelinerescue@gmail.com,,https://www.barniesplacefelinerescue.org/,clean,no,,
Crestwood Animal Shelter,,US +1,,,info@crestwoodanimalshelter.com,,https://crestwoodanimalshelter.com/,clean,no,,
Pulaski County Humane Society DBA Loving Paws Adoption Center,,US +1,,,lovingpawsadoptioncenter@gmail.com,,https://www.lovingpawspchs.com/,clean,no,,
Canines In Crisis,,US +1,,,caninesincrisis@gmail.com,,,clean,no,,
Kitten & Puppy Division Adoption Center,,US +1,,,KittenDivision@gmail.com,,https://kittendivision.com/,clean,no,,
Northeast Missouri Humane Society,,US +1,,,nemohumanesoc@yahoo.com,,https://www.nemohumane.com/,clean,no,,
The Pet Doctor - Cottleville,,US +1,,,tpdrescue@gmail.com,,https://thepetdoctorinc.com/pet-doctor-rescue/,clean,no,,
Farmington Pet Adoption Center,,US +1,,,board@farmingtonpet.org,,http://farmingtonpet.org/,clean,no,,
Talk To The Paw!,,US +1,,,talk2paws@yahoo.com,,,clean,no,,
Caruthersville Humane Society,,US +1,,,cvhumsoc@hotmail.com,,https://www.facebook.com/Caruthersvillehumanesociety/,clean,no,,
Animal Friends,,US +1,,,Speak@ThinkingOutsideTheCage.org,,https://www.thinkingoutsidethecage.org/,clean,no,,
Another Chance Cat Rescue,,US +1,,,mherron265@gmail.com,,https://www.facebook.com/AnotherChanceCatRescue/about?ref=page_internal,clean,no,,
Dogs by Debin,,US +1,,,dogsbydebin@gmail.com,,https://dogsbydebin.com/,clean,no,,
KC Pet Project at KCCAC,,US +1,,,contact@kcpetproject.org,,https://kcpetproject.org/,clean,no,,
Wayside Waifs,,US +1,,,areder@waysidewaifs.org,,https://waysidewaifs.org/,clean,no,,
Field of Dreams Rescue Inc,,US +1,,,fodr06@yahoo.com,,https://www.fodrescue.org/,clean,no,,
Country Acres Rescue,,US +1,,,countryacresrescue@gmail.com,,https://countryacresrescue.org/,clean,no,,
Faithful Friends Adoption Center,,US +1,,,adopt.ffaa@gmail.com,,http://www.ffaaneosho.org/,clean,no,,
Canines 'N Cats Adoption Station,,US +1,,,,,,clean,no,,
Dirk’s Fund Shelter,,US +1,,,critters@dirksfund.com,,https://www.dirksfund.com/,clean,no,,
Friends of Parkville Animal Shelter,,US +1,,,friendsofparkvilleanimals@gmail.com,,https://www.parkvilleshelter.com/,clean,no,,
Animal Welfare Alliance of Southeast Missouri,,US +1,,,info@awasemo.org,,https://www.awasemo.org/,clean,no,,
Puxico MO Animal Control,,US +1,,,puxicoanimalcontrol@hotmail.com,,https://www.facebook.com/puxicomoanimalcontrol/,clean,no,,
Midwest Animal ResQ,,US +1,,,info@marqkc.org,,https://www.midwestanimalresq.org/,clean,no,,
M'Shoogy's Emergency Animal Rescue,,US +1,,,info@mshoogys.com,,http://www.mshoogys.com/,clean,no,,
C.A.R.E. Animal Rescue,,US +1,,,carerescue@yahoo.com,,https://www.carerescue.org/,clean,no,,
Valley Hills Animal Rescue,,US +1,,,​valleyhillsanimalrescue@gmail.com,,https://www.valleyhillsanimalrescue.com/,clean,no,,
Animal Protective Association of Missouri (APA,,US +1,,,info@apamo.org,,https://apamo.org/,clean,no,,
Five Acres Animal Shelter,,US +1,,,info@fiveacresanimalshelter.org,,https://www.fiveacresanimalshelter.org/,clean,no,,
Animal House Cat Rescue and Adoption Center,,US +1,,,animalhouse@stlcats.org,,https://www.stlcats.org/,clean,no,,
Center for Animal Rescue & Enrichment of St. Louis,,US +1,,,info@icarestl.org,,https://www.icarestl.org/,clean,no,,
Gateway Pet Guardians,,US +1,,,info@gatewaypets.org,,https://gatewaypets.org/,clean,no,,
House Rabbit Society of Missouri: St. Louis Chapter,,US +1,,,mo_hrs@hotmail.com,,https://www.morabbit.org/redirect,clean,no,,
PET RESCUE SERVICES,,US +1,,,spayapet@yahoo.com,,https://www.facebook.com/petrescueservices1/,clean,no,,
STRAY HAVEN Feline Rescue St. Louis,,US +1,,,info@strayhavenrescue.org,,http://strayhavenrescue.org/,clean,no,,
Ozarks Kat And K9 Shelter,,US +1,,,ozarkskatandk9@gmail.com,,https://www.ozarkskatandk9.com/,clean,no,,
Green Hills Animal Shelter,,US +1,,,greenhillsanimalshelter@gmail.com,,https://www.greenhillsanimalshelter.org/,clean,no,,
Haven of the Ozarks Animal Sanctuary,,US +1,,,havenozarksanctuary@gmail.com,,,clean,no,,
PALS Animal Shelter and Rescue,,US +1,,,shelter@pals-pets.com,,https://pals-pets.com/,clean,no,,
Pawsibilities Are Endless,,US +1,,,Calliepawsibilities@gmail.com,,,clean,no,,
Help for Homeless Pets,,US +1,,,hhpmontana1@gmail.com,,,clean,no,,
National English Shepherd Rescue,,US +1,,,,,https://nesr.info/index.php,clean,no,,
Heart of the Valley Animal Shelter,,US +1,,,frontdesk@heartofthevalleyshelter.org,,https://www.heartofthevalleyshelter.org/?doing_wp_cron=1691303911.3115799427032470703125,clean,no,,
Dedman Foundation,,US +1,,,dedmanfoundation@gmail.com,,,clean,no,,
Maclean-Cameron Animal Adoption Center,,US +1,,,admin@mc-aac.org,,https://mc-aac.org/,clean,no,,
Paws to Peaks Rescue,,US +1,,,pawstopeaksrescue@gmail.com,,https://www.pawstopeaksrescue.com/,clean,no,,
Wild About Cats Rescue and Sanctuary,,US +1,,,wacrsmt@gmail.com,,https://www.wildaboutcatsmontana.org/,clean,no,,
Paws Of Perseverance Bully Breed Rescue,,US +1,,,pawsofperseverance@gmail.com,,https://www.facebook.com/pawsofperseverance/,clean,no,,
Kootenai Pets for Life,,US +1,,,kootenaipetsforlife@yahoo.com,,https://kootenaipetsforlife.com/,clean,no,,
Equis Save Foundation,,US +1,,,info@equissavefoundation.org,,https://equissavefoundation.org/,clean,no,,
AniMeals No-Kill Adoption Ctr and Animal Food Bank,,US +1,,,director@animeals.com,,https://www.animeals.com/,clean,no,,
Humane Society of Western Montana,,US +1,,,adoptions@myHSWM.org,,http://myhswm.org/,clean,no,,
Thompson River Animal Care Shelte,,US +1,,,shelter@pet-tracs.com,,http://www.pet-tracs.com/,clean,no,,
Ashland Dog Pound Foundation,,US +1,,,ashlandnedog@gmail.com,,https://www.facebook.com/AshlandDogPound/,clean,no,,
Hearts United for Animals,,US +1,,,hua@hua.org,,https://www.facebook.com/heartsunitedforanimals/,clean,no,,
Aurora Adopt-A-Pet,,US +1,,,aaapet2738@gmail.com,,http://www.auroraadoptapet.org/,clean,no,,
Jeanette Hunt - Blair Animal Shelter,,US +1,,,manager@blairanimalshelter.org,,https://www.blairanimalshelter.org/,clean,no,,
"Adopt-A-Dog Animal Rescue, Inc.",,US +1,,,adopt-a-dog-rescue@hotmail.com,,https://www.facebook.com/AdoptaDogAnimalRescue/,clean,no,,
Start Over Rover,,US +1,,,adoption@startoverrover.org,,https://www.startoverrover.org/,clean,no,,
Nebraska & Iowa Italian Greyhound Rescue (IGRF),,US +1,,,neigrescue@gmail.com,,,clean,no,,
Nebraska No Kill Canine Rescue (NNKCR),,US +1,,,info@nebraskanokill.org,,https://www.nebraskanokill.org/,clean,no,,
Revolution Rescue,,US +1,,,Info@revolutionrescue.com,,http://www.revolutionrescue.com/,clean,no,,
McCook Humane Society,,US +1,,,mccookhumanesociety@gmail.com,,https://mccookhumanesociety.jdevcloud.com/,clean,no,,
Animal Shelter of Northeast Nebraska,,US +1,,,info@animalshelternn.org,,https://www.animalshelternn.org/,clean,no,,
Town & Country Humane Society,,US +1,,,tchsPapillion@gmail.com,,https://townandcountryhumanesociety.org/,clean,no,,
Blue River Pet Rescue,,US +1,,,blueriverpetrescue@gmail.com,,https://www.blueriverpetrescue.org/,clean,no,,
Saunders County Lost Pets - Pet Rescue,,US +1,,,debora@binary.net,,http://www.saunderscountylostpets.com/,clean,no,,
Catmandu,,US +1,,,momcat@catmanducc.org,,https://www.catmanducc.org/,clean,no,,
Lycoming Animal Protection Society (LAPS),,US +1,,,LapsShelter@windstream.net,,https://www.lapsshelter.org/,clean,no,,
CARES Coalition,,US +1,,,carescoalition@yahoo.com,,,clean,no,,
Pet Network Humane Society,,US +1,,,info@petnetwork.org,,http://www.petnetwork.org/,clean,no,,
Heaven Can Wait Animal Society,,US +1,,,dogs@hcws.org,,,clean,no,,
Homeward Bound Cat Adoptions,,US +1,,,info@homewardboundcats.org,,https://homewardboundcats.org/,clean,no,,
Nevada SPCA,,US +1,,,info@nevadaspca.org,,https://nevadaspca.org/,clean,no,,
Desert Haven Animal Society,,US +1,,,deserthavenanimalsociety@gmail.com,,https://www.facebook.com/deserthavenanimalsociety/,clean,no,,
Yerington Animal Shelter,,US +1,,,animalshelter@yerington.net,,,clean,no,,
Darbster Foundation,,US +1,,,info@darbsterfoundation.com,,https://www.darbsterfoundation.com/,clean,no,,
Live and Let Live Farm Rescue,,US +1,,,tehorse@aol.com,,https://www.liveandletlivefarm.org/,clean,no,,
Pope Memorial SPCA of Concord Merrimack County,,US +1,,,info@popememorialspca.org,,https://www.popememorialspca.org/,clean,no,,
Greater Derry Humane Society Inc.,,US +1,,,contact@derryhumanesociety.com,,,clean,no,,
FuRRR Feline Rescue,,US +1,,,,,https://furrr.org/,clean,no,,
Seacoast Area Feline Education & Rescue,,US +1,,,info@safercats.com,,https://www.safercats.com/,clean,no,,
New Hampshire Humane Society,,US +1,,,Kendra@nhhumane.org,,https://www.nhhumane.org/,clean,no,,
All Better Pets,,US +1,,,allbetterpets@gmail.com,,,clean,no,,
Darbster Doggy,,US +1,,,ddd@darbster.com,,https://www.darbsterfoundation.com/,clean,no,,
Mary's Dogs Rescue & Adoption,,US +1,,,marysdogsadoptions@gmail.com,,https://www.marysdogs.org/,clean,no,,
New Hampshire SPCA,,US +1,,,info@nhspca.org,,https://nhspca.org/,clean,no,,
Fast Friends Greyhound Adoption Center,,US +1,,,info@fastfriendsgreyhounds.org,,http://www.helpinggreyhounds.org/,clean,no,,
North Country Animal League,,US +1,,,education@ncal.com,,https://www.ncal.com/,clean,no,,
"ONe Love Animal rescue Group, Inc.",,US +1,,,,,https://oneloveanimalrescue.org/,clean,no,,
Home for Good Dog Rescue,,US +1,,,info@hfgdr.org,,https://homeforgooddogs.org/,clean,no,,
Jersey Shore Animal Center,,US +1,,,info@jerseyshoreanimalcenter.org,,https://jerseyshoreanimalcenter.org/,clean,no,,
Common Sense for Animals,,US +1,,,contact-us@commonsenseforanimals.org,,https://commonsenseforanimals.org/,clean,no,,
Burlington County Animal Alliance of New Jersey (BCAA of NJ),,US +1,,,slc0606z@aol.com,,https://bcaaofnj.org/,clean,no,,
Rescue Haven Foundation,,US +1,,,info@rescuehaven.org,,https://rescuehaven.org/,clean,no,,
C.L.A.W.S. Closter Animal Welfare Society,,US +1,,,clawsadopt@yahoo.com,,https://www.clawsadopt.org/,clean,no,,
Angel PAWS - Angel Pets Animal Welfare,,US +1,,,info@angelpaws.org,,https://www.angelpaws.org/homepage.htm,clean,no,,
Abandoned Animal Rescue,,US +1,,,info@aartexas.org,,https://www.aartexas.org/,clean,no,,
Karma Cat + Zen Dog Rescue Society,,US +1,,,info@karmacatzendog.org,,https://karmacatzendog.org/,clean,no,,
Mt. Pleasant Animal Shelter,,US +1,,,info@njshelter.org,,,clean,no,,
Monmouth County SPCA,,US +1,,,info@monmouthcountyspca.org,,https://monmouthcountyspca.org/,clean,no,,
"New Jersey Schnauzer Rescue Network, Inc",,US +1,,,info@njsrn.org,,http://www.njsrn.org/,clean,no,,
Mercy Puppy Rescue (MPR),,US +1,,,sarah@mercypuppyrescue.org,,https://mercypuppyrescue.org/,clean,no,,
All Fur Love Animal Rescue,,US +1,,,info@allfurlove.org,,https://www.allfurlove.org/,clean,no,,
"Animals in Distress, Inc.",,US +1,,,animalsindistressnj@gmail.com,,https://animals-in-distress.org/,clean,no,,
"Cattitude, Inc",,US +1,,,njcattitude@gmail.com,,https://www.njcattitude.org/cats1.htm,clean,no,,
AFEW Animal Friends for Education and Welfare,,US +1,,,afew_pets@comcast.net,,http://www.afewpets.org/,clean,no,,
Kinnelon Volunteer Animal Shelter,,US +1,,,shelter@kvasnj.org,,https://www.kinnelonvolunteeranimalshelter.org/,clean,no,,
Animal Alliance,,US +1,,,AnimalAlliance@comcast.net,,https://www.animalalliancenj.org/,clean,no,,
Lambertville Animal Welfare,,US +1,,,info@LambertvilleAnimalWelfare.org,,http://lambertvilleanimalwelfare.org/,clean,no,,
Humane Society of Bergen County/Lost Pet Inc,,US +1,,,HSBCNJ@AOL.com,,,clean,no,,
St. Hubert's Animal Welfare Center,,US +1,,,info@sthuberts.org,,https://www.sthuberts.org/,clean,no,,
Greyhound Angels Adoption of New Jersey,,US +1,,,,,https://greyhoundangelsadoption.com/,clean,no,,
Township of Montclair - Government,,US +1,,,,,https://www.montclairnjusa.org/government/departments/animal_shelter/about,clean,no,,
Randall’s Rescue,,US +1,,,support@randallsrescue.com,,https://randallsrescue.com/,clean,no,,
Bonaparte's Retreat,,US +1,,,info@bonapartesretreat.org,,https://www.bonapartesretreat.org/,clean,no,,
Delaware Valley Second Chance for Animals,,US +1,,,dvsc4a.inc@gmail.com,,http://www.dvsc4a.org/,clean,no,,
Wag On Inn Rescue,,US +1,,,Wagoninnrescue@yahoo.com,,,clean,no,,
Ramapo-Bergen Animal Refuge,,US +1,,,adoptlove@rbari.org,,https://rbari.org/,clean,no,,
Pet Adoption Thru Caring Hands,,US +1,,,patchcatinfo@yahoo.com,,,clean,no,,
SAVE - A Friend to Homeless Animals,,US +1,,,save@savehomelessanimals.org,,https://savehomelessanimals.org/,clean,no,,
"Randolph Regional Animal Shelter, NJ",,US +1,,,friends@randolphregionalanimalshelter.org,,https://www.randolphregionalanimalshelter.org/,clean,no,,
Tabby's Place: a Cat Sanctuary,,US +1,,,info@tabbysplace.org,,https://www.tabbysplace.org/,clean,no,,
Chance at Life Cat Rescue,,US +1,,,ChancAtLifeCatRescue@gmail.com,,https://chanceatlifecatrescue.com/,clean,no,,
Eleventh Hour Rescue,,US +1,,,mainoffice@ehrdogs.org,,https://www.ehrdogs.org/,clean,no,,
Sammys Hope Animal Welfare & Adoption Center,,US +1,,,info@sammyshope.org,,https://www.sammyshope.org/,clean,no,,
Byram Animal Rescue Kindness Squad,,US +1,,,,,https://www.barksinc.com/,clean,no,,
Shore Animal Volunteer Enterprise,,US +1,,,SAVErescuegroups@gmail.com,,https://save.rescuegroups.org/,clean,no,,
Voorhees Animal Orphanage,,US +1,,,info@vaonj.org,,https://www.vaonj.org/,clean,no,,
FOWA Rescue,,US +1,,,fowarescue@yahoo.com,,https://fowarescue.org/,clean,no,,
New Jersey Humane Society,,US +1,,,njhswny@gmail.com,,https://www.newjerseyhumanesociety.org/,clean,no,,
"Furrever Friends Rescue & Volunteers, Inc.",,US +1,,,info@ffrescue.org,,https://ffrescue.org/,clean,no,,
Animal Village N.M.,,US +1,,,animalvillagenm1@gmail.com,,https://www.animalvillagenm.org/,clean,no,,
Animal Humane New Mexico,,US +1,,,Info@AnimalHumaneNM.org,,https://animalhumanenm.org/,clean,no,,
People’s Anti Cruelty Association / Albuquerque,,US +1,,,pacadogs@aol.com,,https://www.nmpaca.org/,clean,no,,
Peace of Mind Rescue of NM,,US +1,,,idorescue22@yahoo.com,,http://peaceofmindrescueofnm.org/,clean,no,,
NM Adoptables,,US +1,,,NMAdoptableCourtesyPostings@gmail.com,,https://patriciaisaacs1997.wixsite.com/nmadoptables,clean,no,,
CARMA - Companion Animal Rescue & Medical Assistance,,US +1,,,barbaracarma@msn.com,,https://carmanm.com/,clean,no,,
Deming Animal Guardians - DAG,,US +1,,,deminganimalguardians083@gmail.com,,http://www.deminganimalguardians.org/,clean,no,,
ACTion Programs for Animals,,US +1,,,mail@apalascruces.org,,https://apalascruces.org/,clean,no,,
Homeless Animal Rescue Team of New Mexico - HART NM,,US +1,,,carolyntaylor@att.net,,https://www.hartnm.com/,clean,no,,
Taos Feral Feline Friends,,US +1,,,catmomoftaos@hotmail.com,,https://taosferalfelinefriends.tripod.com/,clean,no,,
Watermelon Mountain Ranch,,US +1,,,wmranchnm1@gmail.com,,https://www.wmranch.org/,clean,no,,
Santa Fe Dog Park,,US +1,,,mkirdar@sfhumanesociety.org,,https://sfhumanesociety.org/,clean,no,,
High Desert Humane Society,,US +1,,,hdhs@gilanet.com,,http://www.highdeserthumane.org/,clean,no,,
Stray Hearts Animal Shelter Taos,,US +1,,,info@strayhearts.org,,https://www.strayhearts.org/,clean,no,,
Sunflower Sanctuary Animal Rescue,,US +1,,,sunflowersanctuary@msn.com,,http://www.sunflowersanctuary.org/index.html,clean,no,,
Paws & Claws Animal Rescue of Quay County,,US +1,,,,,https://www.pawsandclawsanimalrescueofquaycounty.com/,clean,no,,
Animals for Adoption,,US +1,,,janekopelman@hotmail.com,,https://www.animalsforadoption.org/,clean,no,,
Tuffys Place Feline Sanctuary,,US +1,,,tuffiesplace@gmail.com,,,clean,no,,
Open Arms Rescue of WNY,,US +1,,,oarwny@gmail.com,,https://www.oarwny.org/,clean,no,,
Whiskers Animal Benevolent League,,US +1,,,admin@ewhiskers.com,,https://www.ewhiskers.com/,clean,no,,
Adopt-A-Dog Inc.,,US +1,,,info@adoptadog.org,,https://adopt-a-dog.org/,clean,no,,
Medina County SPCA,,US +1,,,info@medinacountyspca.com,,https://www.medinacountyspca.com/,clean,no,,
Finger Lakes SPCA of Central New York,,US +1,,,flspca_cny@yahoo.com,,https://www.flspcaofcny.org/,clean,no,,
"Finger Lakes SPCA, Inc.",,US +1,,,info@fingerlakesspca.org,,https://fingerlakesspca.org/,clean,no,,
Mid Hudson Animal Aid,,US +1,,,info@midhudsonanimalaid.org,,http://www.midhudsonanimalaid.org/,clean,no,,
Tabby Town,,US +1,,,hello@tabbytown.org,,https://www.tabbytown.org/,clean,no,,
Ten Lives Club,,US +1,,,info@tenlivesclub.com,,https://www.tenlivesclub.com/,clean,no,,
"SPCA Westchester, Inc.",,US +1,,,info@spcawestchester.org,,https://spcawestchester.org/,clean,no,,
JACKSON'S LEGACY,,US +1,,,jacksonslegacy170@gmail.com,,https://www.jacksonslegacy.org/index.html,clean,no,,
The Brooklyn Cat Cafe,,US +1,,,meow@catcafebk.com,,https://catcafebk.com/,clean,no,,
In Our Hands Rescue,,US +1,,,inourhandsrescue@gmail.com,,https://www.inourhandsrescue.org/,clean,no,,
"Hope For Cats, Inc.",,US +1,,,hopeforcatsinc@gmail.com,,https://hopeforcatsinc.org/,clean,no,,
Wanderers' Rest Humane Association,,US +1,,,info@wanderersrest.org,,http://wanderersrest.org/,clean,no,,
Putnam Humane society,,US +1,,,shelter@puthumane.org,,http://www.puthumane.org/,clean,no,,
CPV Rescue & Sanctuary,,US +1,,,SarahCPVRescue@gmail.com,,https://www.facebook.com/CPVRescue/,clean,no,,
Spring Farm Cares,,US +1,,,information@springfarmcares.org,,https://www.springfarmcares.org/,clean,no,,
Susquehanna SPCA,,US +1,,,info@sqspca.org,,https://www.sqspca.org/,clean,no,,
Adirondack Save-A-Stray,,US +1,,,adirondacksaveastray@yahoo.com,,,clean,no,,
Cortland County SPCA,,US +1,,,ccspca@cortlandspca.org,,https://cortlandspca.org/,clean,no,,
Joyful Rescues,,US +1,,,info@joyfulrescues.org,,http://www.joyfulrescues.com/,clean,no,,
Heart of the Catskills Humane Society,,US +1,,,,,https://www.heartofthecatskills.org/,clean,no,,
Fur Babies Rescue and Referral Inc.,,US +1,,,luvabull@optonline.net,,https://www.facebook.com/furbabiesrescueandreferralinc/,clean,no,,
Piece of Heaven,,US +1,,,info@pieceofheavenkittenrescue.com,,http://www.pieceofheavenkittenrescue.com/,clean,no,,
Oswego County SPCA - OCAWL,,US +1,,,oswegocountyspca1@gmail.com,,https://www.facebook.com/oswegocountyspca/,clean,no,,
All About Cats Rescue,,US +1,,,allaboutcatsrescue@gmail.com,,http://www.allaboutcats.org/home/,clean,no,,
Bobbi and the Strays,,US +1,,,adopt@bobbicares.org,,https://bobbiandthestrays.org/,clean,no,,
LewisCo HumaneSociety 501c3,,US +1,,,mirandarys1214@yahoo.com,,http://lewiscountyhumanesociety.org/,clean,no,,
Fulton County Regional SPCA - NY,,US +1,,,contact@fcrspca.org,,https://fcrspca.org/,clean,no,,
James A. Brennan Memorial Humane Society,,US +1,,,jabmhs@yahoo.com,,https://www.pawsforyou.org/,clean,no,,
The New York State Chapter of the House Rabbit Society,,US +1,,,,,http://www.therabbitresource.org/,clean,no,,
"HEART Animal Rescue and Adoption Team, Inc.",,US +1,,,HEARTRescueHamburg@gmail.com,,https://heartforanimals.org/,clean,no,,
Southampton Animal Shelter Foundation,,US +1,,,info@sasf.org,,https://southamptonanimalshelter.com/,clean,no,,
Animal Shelter of Schoharie Valley,,US +1,,,assv@midtel.net,,https://www.schoharieanimalshelter.org/,clean,no,,
Columbia-Greene Humane Society/SPCA,,US +1,,,info@cghs.org,,https://cghs.org/,clean,no,,
"Golden Paw Society, Inc",,US +1,,,goldenpawsociety@gmail.com,,https://www.goldenpawsociety.org/,clean,no,,
Little Shelter Animal Rescue & Adoption Center,,US +1,,,info@littleshelter.com,,https://www.littleshelter.org/,clean,no,,
Dutchess County SPCA,,US +1,,,info@dcspca.org,,https://www.dcspca.org/,clean,no,,
SPCA of Tompkins County,,US +1,,,info@spcaonline.com,,http://www.spcaonline.com/,clean,no,,
"Small Companion Advocacy Team, Inc",,US +1,,,scatinc@yahoo.com,,https://www.facebook.com/SmallCompanionAdvocacyTeamInc,clean,no,,
Ulster County SPCA,,US +1,,,info@ucspca.org,,https://www.ucspca.org/,clean,no,,
HumaneCNY,,US +1,,,info@humanecny.org,,https://www.humanecny.org/,clean,no,,
Niagara Feline Friends,,US +1,,,niagarafelinefriends@yahoo.com,,,clean,no,,
Posh Pets Rescue,,US +1,,,info@poshpetsrescueny.org,,https://poshpetsrescueny.org/,clean,no,,
From Hope to Home Animal Rescue,,US +1,,,fromhopetohome@gmail.com,,,clean,no,,
All About Spay Neuter Inc.,,US +1,,,AASNAdoptions@gmail.com,,https://www.allaboutspayneuter.com/,clean,no,,
info@petprideny.org,,US +1,,,,,https://www.petprideny.org/,clean,no,,
Humane Society of Westchester,,US +1,,,Info@HumaneSocietyofWestchester.org,,https://humanesocietyofwestchester.org/,clean,no,,
Hudson Valley SPCA - Orange County,,US +1,,,info@HudsonValleySPCA.org,,https://www.hudsonvalleyspca.com/,clean,no,,
"WAYWARD PAWS, Inc.",,US +1,,,waywardpawsofcny@gmail.com,,,clean,no,,
Bideawee,,US +1,,,bideawee@bideawee.org,,https://www.bideawee.org/,clean,no,,
"Heart and Hand Society, Inc.",,US +1,,,heartandhandsociety@hotmail.com,,https://www.heartandhandsociety.org/,clean,no,,
KittyKind,,US +1,,,inquiries@kittykind.org,,https://kittykind.org/,clean,no,,
NYC Shiba Rescue,,US +1,,,shibas@nycshibarescue.org,,https://nycshibarescue.org/,clean,no,,
Niagara County SPCA,,US +1,,,,,https://www.niagaraspca.org/home.html,clean,no,,
Chenango SPCA,,US +1,,,cspcainfo@chenangospca.org,,https://chenangospca.org/,clean,no,,
Little Mews Rescue,,US +1,,,littlemews@yahoo.com,,,clean,no,,
The Patricia H. Ladew Foundation,,US +1,,,info@theladewcatsanctuary.org,,https://www.theladewcatsanctuary.org/,clean,no,,
Almost Home Animal Rescue and Adoption,,US +1,,,support@almosthomeli.org,,https://almosthomeli.org/,clean,no,,
The North Fork Animal Welfare League,,US +1,,,manager@nfawl.org,,https://www.northforkanimalwelfareleague.org/,clean,no,,
Little Orphan Animals,,US +1,,,littleorphans@yahoo.com,,http://www.littleorphananimals.mysite.com/,clean,no,,
Humane Society of Yates County-Shelter of Hope,,US +1,,,contacthsyc@gmail.com,,https://www.yateshumane.org/,clean,no,,
Elmore SPCA Inc,,US +1,,,info@elmorespca.org,,https://www.elmorespca.org/,clean,no,,
Hi Tor Animal Care Center,,US +1,,,info@hitor.org,,https://www.hitor.org/,clean,no,,
Humane Society of Port Jervis/Deerpark,,US +1,,,info@pjhumane.org,,https://www.pjhumane.org/,clean,no,,
North Shore Animal League America,,US +1,,,northshoreanimalleague@facebook.com,,https://www.animalleague.org/,clean,no,,
SPCA of Upstate New York,,US +1,,,adoptions@spcauny.org,,,clean,no,,
United Friends of Homeless Animals,,US +1,,,ufhashelter@yahoo.com,,https://www.ufhashelter.com/,clean,no,,
GRASP,,US +1,,,catapplications@graspinc.org,,https://www.graspinc.org/,clean,no,,
Operation Buddy Rescue,,US +1,,,karla@operationgypsy.org,,,clean,no,,
Pet Adoption Network,,US +1,,,info@petadoptionnetwork.org,,https://www.petadoptionnetwork.org/,clean,no,,
Rescued Treasures Pet Adoptions,,US +1,,,rescuedtreasuresadoptions@gmail.com,,https://rescued-treasures.com/,clean,no,,
Long Island Feline Adoption Center,,US +1,,,info@li-cat.org,,https://li-cat.org/,clean,no,,
Ayres Memorial Animal Shelter,,US +1,,,adopt.ayresshelter@gmail.com,,,clean,no,,
CNY SPCA,,US +1,,,frontdesk1@cnyspca.org,,https://cnyspca.org/,clean,no,,
Gimme Shelter Animal Rescue,,US +1,,,info@gimmeshelteranimalrescue.org,,https://gimmeshelteranimalrescue.org/,clean,no,,
"The SPCA Serving Erie County, NY",,US +1,,,yourspca@yourspca.org,,https://yourspca.org/,clean,no,,
"Precious Paws, Inc.",,US +1,,,preciouspawscatrsq@yahoo.com,,http://www.preciouspawsny.org/,clean,no,,
"Warwick Valley Humane Society, Inc.",,US +1,,,warwickhumane@yahoo.com,,https://wvhumane.org/,clean,no,,
Jefferson County SPCA,,US +1,,,info@jeffersoncountyspca.org,,https://www.jeffersoncountyspca.org/,clean,no,,
Stray Haven Humane Society and SPCA of Waverly,,US +1,,,Sarah@StrayHavenSPCA.org,,https://strayhavenspca.org/,clean,no,,
SPCA Serving Allegany County,,US +1,,,SPCAallegany@gmail.com,,https://spcaallegany.org/,clean,no,,
"A Purr-fect Fit Animal Rescue & Adoption Center, Inc.",,US +1,,,apurrfectfit@gmail.com,,https://www.apurrfectfit.org/,clean,no,,
Paradise Garden Animal Haven,,US +1,,,paradisegardenah@yahoo.com,,http://paradisegardenanimalhaven.org/,clean,no,,
The Fort- Fortitudine Vincimus Rescue Center,,US +1,,,thefortrescue@gmail.com,,http://www.thefortrescue.org/,clean,no,,
Brother Wolf Animal Rescue,,US +1,,,info@bwar.org,,https://www.bwar.org/,clean,no,,
Companion Animal Rehoming Center,,US +1,,,carc411@yahoo.com,,,clean,no,,
Adolescent & Animal Resource Fund,,US +1,,,AARFadoptions@aol.com,,,clean,no,,
M&M's Fur-Ever Furbabies Rescue,,US +1,,,fureverfurbabies@gmail.com,,,clean,no,,
Best Friend Pet Adoption,,US +1,,,adoption@bfpa.org,,https://bfpa.org/,clean,no,,
Calvin's Paws,,US +1,,,info@calvinspaws.com,,https://www.calvinspaws.com/,clean,no,,
Cat Angels Pet Adoptions,,US +1,,,catangels.inquiries@gmail.com,,https://catangelsnc.org/,clean,no,,
Cashiers Highlands Humane Society,,US +1,,,info@chhumanesociety.org,,https://www.chhumanesociety.org/,clean,no,,
Saving Southern Kitties,,US +1,,,SavingSouthernKitties@gmail.com,,https://www.savingsouthernkitties.com/,clean,no,,
HS Cabarrus Animal Rescue,,US +1,,,cabarrusanimalrescue@all2easy.net,,,clean,no,,
Humane Society of Concord and Greater Cabarrus County,,US +1,,,cabarrushumanesociety@gmail.com,,http://www.cabarrushumanesociety.org/,clean,no,,
Finders Keepers NC,,US +1,,,finderskeepersnc@outlook.com,,https://finderskeepersnc.org/,clean,no,,
