name,city,country,address,postal_code,email,phone,website
Shadow Cats TNR,,US +1,,,info@shadowcatstnr.org,,https://shadowcatstnr.org/
"HART for Animals, Inc.",,US +1,,,info@hartforanimals.org,,https://www.hartforanimals.org/
Cats Are US,,US +1,,,CatsAreUSTn@aol.com.com,,https://catsareus.wordpress.com/
All Shepherd Rescue,,US +1,,,adoptions@allshepherdrescue.com,,https://www.allshepherdrescue.com/
"Animal Rescue Foundation, Inc (ARF)",,US +1,,,arfbeacon@optonline.net,,https://www.arfbeacon.org/
Maryland SPCA,,US +1,,,cchmielewski@mdspca.org,,https://www.mdspca.org/
"Wings of Love, Kuwait",,US +1,,,adopt@wingsoflovekuwait.com,,https://www.wingsoflovekuwait.com/
Community Cat Connection,,US +1,,,,,https://thecommunitycatconnection.org/
Baywater Animal Rescue,,US +1,,,info@baywateranimalrescue.org,,https://www.baywateranimalrescue.org/
Mabel's Orphaned Angels Rescue,,US +1,,,MabelsAngels@gmail.com,,https://www.savemoarlives.org/
Rural Dog Rescue,,US +1,,,info@ruraldogrescue.com,,https://www.ruraldogrescue.com/
The Animal Care Shelter for Kent County,,US +1,,,info@acskc.org,,https://acskc.org/
Howard County Cat Club,,US +1,,,howardcountycats@earthlink.net,,http://www.howardcountycats.org/
The Ferret Inn,,US +1,,,ferretpassion@verizon.net,,https://www.facebook.com/profile.php?id=100064010981844
Charm City Animal Rescue,,US +1,,,,,http://charmcityanimalrescue.com/
"HOTE - Heart of the Earth Sanctuary and Rescue, Inc",,US +1,,,heartoftheearthrescue@gmail.com,,
The Good Shepherd Cat Sanctuary,,US +1,,,thegoodshepherdcatsanctuary@yahoo.com,,http://thegoodshepherdcatsanctuary.com/
Hill Hounds Rescue And Animal Sanctuary​,,US +1,,,contact@celebratingpugs.com,,https://www.hillhounds.org/
Key to Lion’s Heart Rescue,,US +1,,,info@keytolionsheart.org,,https://www.keytolionsheart.org/
"Pardoned Paws Rescue, Inc.",,US +1,,,nfo@pardonedpawsrescue.org,,https://pardonedpawsrescue.org/
Small Miracles Cat & Dog Rescue,,US +1,,,info@smallmiraclesrescue.org,,https://www.smallmiraclesrescue.org/
"Fallston Animal Rescue Movement, Inc.",,US +1,,,info@fallstonanimalrescue.org,,https://fallstonanimalrescue.org/
"Animal Welfare League of Montgomery County, MD (AWLMC)",,US +1,,,info@awlmc.org,,https://awlmc.org/
"Friends of Montgomery County Animals, Inc",,US +1,,,info@fmca.org,,http://new.fmca.org/
"Feral Cat Rescue, Inc",,US +1,,,info@feralcatrescuemd.org,,http://www.feralcatrescuemd.org/
Partnership for Animal Welfare,,US +1,,,outreach@paw-rescue.org,,https://paw-rescue.org/
For Otis Sake,,US +1,,,forotissake@gmail.com,,https://forotissake.org/
New Chances Rescue and Sanctuary,,US +1,,,newchancesforhope@gmail.com,,https://www.newchancesrescue.com/
Pugh Zoo Rescue,,US +1,,,pughzoorescue@gmail.com,,
The Hero Rescue,,US +1,,,theherorescue@gmail.com,,https://theherorescue.com/
Sunshine's Friends Cat and Dog Rescue,,US +1,,,info@sunshinesfriends.org,,https://sunshinesfriends.org/
Rude Ranch Animal Rescue,,US +1,,,info@ruderanch.org,,https://www.ruderanch.org/
"So Many Whiskers, Inc.",,US +1,,,adoptsmw@gmail.com,,https://www.somanywhiskers.org/
Pet Rescue of Maryland,,US +1,,,info@petrescueofmd.org,,https://www.petrescueofmd.org/
"Small Angels Rescue, Inc.",,US +1,,,info@smallangelsrescue.org,,https://www.smallangelsrescue.org/
"Pets-4-Pets Cat Rescue, Inc.",,US +1,,,pets4pets@gmail.com,,https://pets-4-pets.rescuegroups.org/
Chesapeake Feline Association,,US +1,,,Info@chesapeakefeline.org,,https://www.chesapeakefelineassociation.org/
"The Ark of Hope Rescue, Inc.",,US +1,,,arkofhoperescue@yahoo.com,,https://arkofhoperescue.org/
The Feline Rescue Association,,US +1,,,baltimorecats@gmail.com,,https://www.baltimorecats.org/
Defenders of Animal Rights,,US +1,,,feedbackdoar@gmail.com,,https://www.adopt-a-pet.org/
Keller's Cause,,US +1,,,doublemerleinfo@gmail.com,,https://www.kellerscause.com/
Salem Friends of Felines,,US +1,,,salemfriendsoffelines@gmail.com,,https://sfof.org/
PetConnect Rescue,,US +1,,,info@petconnectrescue.org,,https://www.petconnectrescue.org/
Animal Welfare League Queen Anne's County,,US +1,,,info@awlqac.org,,http://www.awlqac.org/
Association for Animal Rights Inc.,,US +1,,,animals4me2@verizon.net,,
Eastern Shore Rabbit Rescue and Education Center,,US +1,,,info@esrrec.org,,https://www.esrrec.org/
LOVEPAWS,,US +1,,,lovepawspg@gmail.com,,https://lovepawspg.org/
"Potomac Stray Cat Rescue, Inc.",,US +1,,,Pstraycats@aol.com,,https://potomacstraycats.tripod.com/news.htm
"PurrHaven, Inc.",,US +1,,,purrhaven@gmail.com,,http://www.purrhaven.org/
Saving Grace Animal Rescue of Maryland,,US +1,,,info@savinggraceanimalrescuemd.com,,https://www.savinggraceanimalrescuemd.com/
Senior Dog Sanctuary of Maryland,,US +1,,,bkerley@sdsanctuary.com,,https://www.seniordogsanctuary.com/
Lizzys Lodge,,US +1,,,lizzyslodgerescue@gmail.com,,https://www.lizzyslodgerescue.org/
Chesapeake Cats and Dogs (CCAD),,US +1,,,info@chesapeakecatsanddogs.org,,https://www.chesapeakecatsanddogs.org/
Montgomery County SPCA,,US +1,,,info@mc-spca.org,,https://www.mc-spca.com/wp/
Cocker Spaniel Adoption Center,,US +1,,,information@cockeradoptions.org,,https://cockeradoptions.org/
Double Dog Dare Rescue,,US +1,,,info@dddrescue.org,,https://doubledogdarerescue.org/
Reach Out Rescue & Resources,,US +1,,,rorrcanine@gmail.com,,https://www.reachoutrescue.org/
The Humane Way Animal Rescue,,US +1,,,thehumanewayrescue@gmail.com,,https://thehumanewayanimalrescue.org/
"Rescue Angels of Southern Maryland, Inc.",,US +1,,,rescueangelssomd@gmail.com,,https://www.rescueangelssomd.com/
S&K Feline Furbabies Rescue Inc.,,US +1,,,skfelinefurbabiesrescueinc@gmail.com,,https://www.skfelinefurbabiesrescue.com/
Center for Animal Rescue and Education,,US +1,,,Caresouthcoast1@gmail.com,,https://www.caresouthcoast.com/
"GREAT DOG RESCUE NEW ENGLAND,",,US +1,,,info@gdrne.com,,https://www.gdrne.com/
Attleboro Friends of Cats,,US +1,,,friendsofcats@yahoo.com,,https://www.friendsofcats.net/
Whiskers of Hope,,US +1,,,whiskersofhope@gmail.com,,https://whiskersofhope.org/
Animal Rescue League of Boston,,US +1,,,info@arlboston.org,,https://www.arlboston.org/
Black Cat Rescue,,US +1,,,info@blackcatrescue.com,,https://blackcatrescue.com/
Last Hope K9 Rescue,,US +1,,,info@lasthopek9.org,,https://www.lasthopek9.org/
Cavalier Alliance,,US +1,,,cavalieralliance2014@gmail.com,,http://www.cavalieralliance.org/
Animal Rescue Merrimack Valley,,US +1,,,adoption@armv.org,,https://armv.org/
Gifford Cat Shelter,,US +1,,,giffordcats@giffordcatshelter.org,,https://www.giffordcatshelter.org/
Here Today Adopted Tomorrow Animal Sanctuary,,US +1,,,smudge@heretodaysanctuary.org,,https://www.heretodaysanctuary.org/
"Cat Canton Rescue, Inc.",,US +1,,,catrescue@catcantonrescue.org,,https://catcantonrescue.org/
NESAA (New England Society for Abandoned Animals),,US +1,,,help@nesaa.org,,https://www.nesaa.org/
"Animal Advocates, Inc. Nonprofit Spay/Neuter Assistance Program.",,US +1,,,animaladvocates@comcast.net,,https://www.facebook.com/profile.php?id=100064614582700
Dog Orphans Humane Society,,US +1,,,Info@DogOrphans.com,,https://dogorphans.com/
Standish Humane Society - By Appointment Only,,US +1,,,standishhumane@comcast.net,,https://www.standishhumane.org/
A Helping Paw Humane Society,,US +1,,,ahelpingpaw@aol.com,,https://www.ahelpingpaw.org/
People for Cats,,US +1,,,info@peopleforcats.org,,https://peopleforcats.org/
Massachusetts Humane Society Inc.,,US +1,,,masshumane@aol.com,,http://masshumane.org/
Animal Shelter of Martha's Vineyard,,US +1,,,ldawley@animalsheltermv.org,,https://www.animalshelterofmv.org/
"PittieLove Rescue, Inc.",,US +1,,,info@pittieloverescue.org,,https://pittieloverescue.org/
Cape Ann Animal Aid,,US +1,,,info@capeannanimalaid.org,,https://www.capeannanimalaid.org/
Sweet Paws Rescue,,US +1,,,info@sweetpawsrescue.org,,https://www.sweetpawsrescue.org/
Baypath Humane Society,,US +1,,,adopt@baypathhumane.org,,https://baypathhumane.org/
Cat Rescue of Marlborough and Hudson,,US +1,,,info@carmah.org,,https://www.carmah.org/
In Honey's Memory,,US +1,,,Anna@inhoneysmemory.org,,http://www.inhoneysmemory.org/
The Ipswich Humane Group,,US +1,,,ipswichhumanegroup@gmail.com,,http://www.ipswichhumanegroup.org/
Second Chance Shelter for Cats,,US +1,,,secondchanceshelterforcats@gmail.com,,https://www.facebook.com/profile.php?id=100064401985367
Northeast Coonhound Rescue,,US +1,,,necoonhoundrescue@gmail.com,,https://necoonhoundrescue.org/
The Pat Brody Shelter for Cats,,US +1,,,pbs@catsontheweb.org,,
Friends of Marblehead's Abandoned Animals,,US +1,,,,,https://marblehead-animal-shelter.org/
New England Brittany Rescue,,US +1,,,clyk9s@gmail.com,,https://www.nebrittanyrescue.org/
Marty's Cat Rescue a Non-Profit Corporation,,US +1,,,martyscatrescue@gmail.com,,
Medfield Animal Shelter,,US +1,,,info@medfieldshelter.com,,https://www.medfieldshelter.com/
Kitty Connection,,US +1,,,kc@kittyconnection.net,,https://www.kittyconnection.net/
Purr-fect Cat Shelter,,US +1,,,Purrfectcatshelter@yahoo.com,,https://www.purrfectcatshelter.org/
North Shore Feline Rescue,,US +1,,,nsfr@aol.com,,
The Milford Humane Society,,US +1,,,bfcat@aol.com,,https://milfordhumane.org/
Pug Rescue of New England,,US +1,,,socialmedia@pugrescueofnewengland.org,,https://pugrescueofnewengland.org/
Richmond Animal League,,US +1,,,info@ral.org,,https://www.ral.org/
Nantucket Safe Harbor for Animals,,US +1,,,info@nishanimals.org,,https://www.nishanimals.org/
Lighthouse Animal Shelter,,US +1,,,paws@lighthouseanimalshelter.org,,https://lighthouseanimalshelter.org/
North Attleborough Animal Shelter,,US +1,,,fcamara@nattleboro.com,,https://www.facebook.com/NAShelter/
Billerica Cat Care Coalition,,US +1,,,info@billericacatcarecoalition.org,,https://www.billericacatcarecoalition.org/
Habitat for Cats-MA,,US +1,,,habitatforcats.ma@gmail.com,,https://habitatforcats.org/
"Willy's Kitty Angels Rescue, Inc.",,US +1,,,willyskittyangelsinfo@gmail.com,,https://willyskittyangels.org/
Bay State Animal Cooperative,,US +1,,,info@baystateanimals.org,,https://www.baystateanimals.org/
"Second Chance Animal Rescue, Inc. of Martha's Vineyard",,US +1,,,scarofmv@gmail.com,,https://www.secondchanceanimalrescuemv.org/
Animal Umbrella,,US +1,,,annamarietaylor@verizon.net,,http://www.animalumbrella.org/
Angelcat Haven-Feline Rescue,,US +1,,,info@angelcathaven.com,,https://www.angelcathaven.com/
Neady Cats Corporation,,US +1,,,marilyn@neadycats.org,,https://neadycats.org/
Carrie A. Seaman Animal Shelter,,US +1,,,casas4rescue@comcast.net,,https://www.casasanimalshelter.org/
Quincy Animal Shelter,,US +1,,,info@quincyanimalshelter.org,,https://www.quincyanimalshelter.org/
Foothills Humane Society,,US +1,,,adopt@foothillshumanesociety.org,,https://foothillshumanesociety.org/
It's All About the Animals,,US +1,,,iaaaadoptions@gmail.com,,http://www.itsallabouttheanimals.org/
Sweetpea Friends of Rutland Animals,,US +1,,,sweetpeafora@verizon.net,,https://www.sweetpeafora.org/
The Odd Cat Sanctuary MA,,US +1,,,theoddcatsanctuary@gmail.com,,http://www.theoddcatsanctuary.com/
Merrimack River Feline Rescue,,US +1,,,info@mrfrs.org,,https://mrfrs.org/
Scituate Animal Shelter of Massachusetts,,US +1,,,info@scituateanimalshelter.org,,https://scituateanimalshelter.org/
Big Hair Dog Training Services,,US +1,,,bighairanimalrescue@gmail.com,,https://www.bighairanimalrescue.com/
Save a Dog,,US +1,,,contact@saveadog.org,,https://www.saveadog.org/
"Kitty Angels, Inc.",,US +1,,,info@kittyangels.org,,https://www.kittyangels.org/
Reptile & Amphibian Refuge Center,,US +1,,,rescue_center@comcast.net,,https://sites.google.com/view/rnarc/home
Angels Helping Animals Worldwide,,US +1,,,angelshelpinganimalsmv@gmail.com,,https://www.angelshelpinganimalsmv.org/
CHAMPs Animal Shelter,,US +1,,,lynnlac4@gmail.com,,https://www.facebook.com/CHAMPSanimalshelter/
Westfield Homeless Cat Project,,US +1,,,westfieldhcp@aol.com,,
"Forgotten Angels Shelter, Inc.",,US +1,,,info@forgottenangelsshelter.org,,
MassPAWS,,US +1,,,Masspaws@aol.com,,http://masspaws.org/
Broken Tail Rescue,,US +1,,,info@brokentailrescue.org,,https://www.brokentailrescue.org/
Worcester Animal Rescue League,,US +1,,,info@worcesterarl.org,,https://worcesterarl.org/
"Special Animal Friends and Rescue, Inc.",,US +1,,,info@safarianimalrescue.org,,https://safarianimalrescue.org/
Dalis to the Rescue,,US +1,,,Dalis2therescue@gmail.com,,https://www.dalistotherescue.com/
Few Steps From Home INC.,,US +1,,,Dogrescue0146@gmail.com,,
Friends of Michigan Animals Rescue,,US +1,,,info@friendsofmichigan.org,,https://www.friendsofmichigan.org/
Humane Society of SW Michigan,,US +1,,,humanesocietyofswmichigan@gmail.com,,https://humanesocietyswm.org/
GreyHeart Greyhound Adoption of Michigan,,US +1,,,GreyHeartGreyhoundAdoption@gmail.com,,https://www.greyheart.org/
Animal Rescue Coalition (ARC) of Mecosta County,,US +1,,,info@arcofmecostacounty.com,,http://www.arcofmecostacounty.com/
Michigan Humane,,US +1,,,social@michiganhumane.org,,https://www.michiganhumane.org/
Street Tails Animal Rescue,,US +1,,,info@streettails.org,,https://www.streettails.org/
The Life of Fostering Furbabies,,US +1,,,thelifeoffosteringfurbabies@gmail.com,,http://www.fosteringfurbabies.com/
Homeward Bound Rescue League,,US +1,,,HBRL.Fosters@gmail.com,,http://www.hbrlmi.com/
Lend A Helping Paw Shih Tzu Rescue,,US +1,,,info@lahpstr.com,,https://www.lahpstr.com/
Focus on Ferals,,US +1,,,crazyforferals@yahoo.com,,https://www.focusonferals.org/
Paws For The Cause Feral Cat Rescue,,US +1,,,,,http://www.pawsforthecauseferalcatrescue.org/
Silver Lake Animal Rescue,,US +1,,,fourhounds@comcast.net,,https://silverlakeanimalrescue.org/
Blue Water Area Humane Society,,US +1,,,bluewaterareahs@comcast.net,,https://bluewaterareahs.animalservices.website/shelterpronet/home.spn
RetroDoggy Rescu,,US +1,,,petrealtors@gmail.com,,https://www.retrodoggyrescue.com/
Friends for Animals of Metro Detroit,,US +1,,,friends@metrodetroitanimals.org,,https://www.metrodetroitanimals.org/
Home Fur-Ever Rescue,,US +1,,,homefurever@comcast.net,,http://homefurever.com/
MotorCity Greyhound Rescue,,US +1,,,motorcitygreyhound@gmail.com,,http://motorcitygreyhoundrescue.org/
Rebel Dogs Detroit,,US +1,,,info@rebeldogsdetroit.com,,https://rebeldogsdetroit.com/
Wishbone Pet Rescue Alliance,,US +1,,,shelter@wishbonepetrescue.org,,https://wishbonepetrescue.org/
Monroe SPCA,,US +1,,,info@monroespca.org,,https://www.monroespca.org/
"Just Cats, Inc.",,US +1,,,karren@justcatsinc.org,,https://justcatsinc.org/
Michigan Pug Rescue,,US +1,,,pugluv@michiganpugrescue.com,,https://www.michiganpugrescue.com/
Backdoor Friends Purebred Cat Rescue,,US +1,,,BDFCatRescue@gmail.com,,http://www.backdoorfriendspurebredcatrescue.org/
Adopt-A-Pet Fenton,,US +1,,,info@adoptapetfenton.com,,https://www.adoptapetfenton.com/
Ferndale Cat Shelter,,US +1,,,admin@ferndalecatshelter.org,,https://ferndalecatshelter.org/
"HELP US, HELP THEM Animal Rescue",,US +1,,,lendingahelpingpaw313@gmail.com,,https://www.lahpdogrescue.com/
Pet Angel Adoption and Rescue Inc,,US +1,,,PetAngelAdoption@hotmail.com,,
Bellwether Harbor,,US +1,,,contactus@bellwetherharbor.org,,http://www.bellwetherharbor.org/
PapAdopters & Placement Service,,US +1,,,info@papadopters.com,,https://papadopters.com/
Mid-Michigan Cat Rescue,,US +1,,,info@midmichigancatrescue.org,,http://midmichigancatrescue.org/
CRASH’S LANDING,,US +1,,,volunteer@crashslanding.org,,https://www.crashslanding.org/
Fig and Friends Pet Rescue,,US +1,,,figandfriendspetrescue@gmail.com,,https://www.figandfriendspetrescue.org/
Reuben's Room,,US +1,,,catrescuereubensroom@gmail.com,,https://reubensroom.org/
AuSable Valley Animal Shelter,,US +1,,,avascares2@gmail.com,,https://www.ausablevalleyanimalshelter.org/
"TAILS, Inc.",,US +1,,,tails.grosseile@yahoo.com,,https://tailsgi.org/
Little Traverse Bay Humane Society,,US +1,,,shelterpets@ltbhs.com,,https://ltbhs.com/
Grosse Pointe Animal Adoption Society (GPAAS),,US +1,,,gpaas@wowway.biz,,https://www.gpaas.org/
Furget Us Not Rescue,,US +1,,,furgetusnotrescue@gmail.com,,https://www.furgetusnotrescue.org/
BestPals Animal Rescue Center,,US +1,,,info@bestpalsrescue.org,,https://bestpalsarc.wixsite.com/bestpals
Hawkeye & Friends Dog Rescue & Sanctuary,,US +1,,,,,https://www.hawkeyeandfriends.org/
"Malinois and Dutch Shepherd Rescue, Inc.",,US +1,,,info@madrescueinc.org,,http://www.madrescueinc.org/
Kalamazoo Animal Rescue,,US +1,,,kar@kalamazooanimalrescue.org,,http://www.kalamazooanimalrescue.org/
Kzoo Cat Cafe & Rescue,,US +1,,,kzoocatcafe@gmail.com,,http://www.kzoocatcafe.com/
SPCA of Southwest Michigan,,US +1,,,info@spcaswmich.org,,https://www.spcaswmich.org/
Missaukee Humane Society,,US +1,,,info@mhspets.org,,https://www.mhspets.org/
Mackenzie's Animal Sanctuary,,US +1,,,info@mackpack.info,,https://mackenzies.info/
Best Buddy Pet Rescue,,US +1,,,bestbuddypetrescue@gmail.com,,https://www.bestbuddypetrescue.com/
Animal Placement Bureau,,US +1,,,info@apbpets.com,,https://apbdogs.org/
Guardian Angel Animal Rescue,,US +1,,,guardian_angel_rescue@hotmail.com,,https://gaarmi.com/
Happy Days Dog and Cat Rescue,,US +1,,,info.hddcr@gmail.com,,https://www.happydaysdogandcatrescue.org/
"Last Day Dog Rescue, Inc.",,US +1,,,ourlastdaydogs@gmail.com,,https://www.lastdaydogrescue.org/
Cat Tail Kitties Rescue,,US +1,,,,,https://cattailkitties.org/
Humane Society of Macomb Animal Clinic,,US +1,,,info@humanesocietyofmacomb.org,,https://humanesocietyofmacomb.org/
Animal Welfare Society of Southeastern Michigan,,US +1,,,animalwelfaresociety@yahoo.com,,https://www.animalwelfaresociety.net/
Happy Hearts Feline Rescue,,US +1,,,happyheartsfelinerescue@gmail.com,,http://www.happyheartsfelinerescue.org/
Eva Burrell Animal Shelter,,US +1,,,shelter@upebas.org,,https://www.upebas.org/
A ReJoyceful Animal Rescue,,US +1,,,office@rejoycefulrescue.com,,https://www.rejoycefulrescue.com/
Humane Animal Treatment Society,,US +1,,,hats.community@gmail.com,,https://www.hatsweb.org/
Cat Tales Rescue Muskegon,,US +1,,,zzang@comcast.net,,
Christine's Critter Cafe Rescue,,US +1,,,ChristineLea1@yahoo.com,,https://www.facebook.com/CRITTER.CAFE.RESCUE/
Faithful to Felines,,US +1,,,info@faithful2felines.com,,https://www.faithful2felines.com/
Noah Project Muskegon,,US +1,,,info@noahprojectmuskegon.org,,https://www.noahprojectmuskegon.org/
Upper Peninsula Animal Welfare Shelter,,US +1,,,info@upaws.org,,https://upaws.org/
Greater Hillsdale Humane Society,,US +1,,,greaterhhs@gmail.com,,
Canine Companions Rescue Center,,US +1,,,ccrcdogs@ccrcdogs.com,,https://www.ccrcdogs.com/
Adopt a Friend for Life of SW Michigan,,US +1,,,afl-president@adoptafriendforlife.org,,https://adoptafriendforlife.org/
Advocates For Animal Rights (AFAR),,US +1,,,Info@MyAFAR.org,,https://www.facebook.com/AdvocatesForAnimalRights.org/
The Un-Shelter,,US +1,,,theunshelter@gmail.com,,https://www.theunshelter.org/
Michigan Animal Adoption Network,,US +1,,,miaan@att.net,,https://michigananimaladoptionnetwork.org/
Heavenly Paws of Michigan,,US +1,,,rescue@heavenlypawsmi.com,,https://heavenlypawsmi.com/
Detroit Animal Welfare Group (D.A.W.G),,US +1,,,dawghous.detroit@gmail.com,,https://dawghous.com/
Animal House of SE Michigan,,US +1,,,,,https://sites.google.com/view/animal-house-of-se-michigan/home
Amazing Grace Animal Rescue,,US +1,,,pross@rossgrp.biz,,https://www.aganimalrescue.com/
Mason County PAWS,,US +1,,,paws@masoncountypaws.org,,https://masoncountypaws.org/
Cat Tail Acres,,US +1,,,cattailacressanctuary@gmail.com,,http://www.cattailacres.com/
Michigan Animal Crew,,US +1,,,labuej@comcast.net,,https://www.facebook.com/Michigananimalcrew/
Great Lakes Bully Brigade,,US +1,,,greatlakesbullybrigade@gmail.com,,https://sites.google.com/view/greatlakesbullybrigade/home
Precious Pets Adoption League,,US +1,,,vinnigrl99@aol.com,,
Tigerlily Cat Rescue,,US +1,,,tigerlilyrescue@aol.com,,
AC PAW – Antrim County Pet & Animal Watch,,US +1,,,ACpaw-2@torchlake.com,,https://acpaw.org/
H.A.N.D.D.S. to the Rescue,,US +1,,,handds09@yahoo.com,,https://handdstotherescue.com/
Guardians For Animals,,US +1,,,gfainfo@comcast.net,,https://www.guardiansforanimals.org/
Happy Hound Rescue,,US +1,,,,,http://happyhoundrescue.org/
Elizabeth Lake Animal Rescue,,US +1,,,elarmom1@aol.com,,http://elar.www1.50megs.com/
For The Love of Cats Rescue and Adoption,,US +1,,,info@locrami.com,,https://www.locrami.com/
I Heart Dogs Rescue and Animal Haven,,US +1,,,bark@iheartdogs.org,,https://www.iheartdogs.org/
Good Karma Puppy Rescue,,US +1,,,char@adoptgoodkarma.com,,https://adoptgoodkarma.com/
Wyandotte Animal Shelter,,US +1,,,wacvolunteers@gmail.com,,https://wacshelter.com/about.html
Purrs - N - Paws,,US +1,,,shelleypurr@msn.com,,
The Kittens Cradle Ltd.,,US +1,,,info@thekittenscradle.org,,https://www.thekittenscradle.org/
Lake of the Woods Humane Society,,US +1,,,lowhumanesociety@gmail.com,,http://www.lowhumanesociety.com/
Great River Rescue,,US +1,,,info@greatriverrescue.com,,https://www.greatriverrescue.com/
Midwest Animal Rescue & Services,,US +1,,,adoptionatmars@gmail.com,,https://www.midwestanimalrescue.org/
Carver-Scott Humane Society,,US +1,,,reception@carverscotths.org,,https://www.carverscotths.org/
Southwest Metro Animal Rescue and Adoption Society,,US +1,,,swmetroanimalrescue@outlook.com,,https://www.swmetroanimalrescue.org/
Precious Paws Humane Society of Chisholm,,US +1,,,preciouspaws2011@hotmail.com,,https://www.pphsc.com/
Star of the North Humane Society,,US +1,,,starnorthhumanesociety@gmail.com,,https://www.facebook.com/profile.php?id=100068284935262
The Marshmallow Animal Shelter,,US +1,,,themarshmallowfoundation@yahoo.com,,https://www.marshmallowfoundation.org/
Animal Allies Humane Society,,US +1,,,info@animalallies.net,,https://www.animalallies.net/
Last Hope Inc,,US +1,,,info@lasthopeanimalrescue.org,,https://lasthopeanimalrescue.org/
Contented Critters,,US +1,,,contentedcrittersmn@gmail.com,,https://www.contentedcrittersmn.org/
Animal Aid,,UK +44,,,info@animalaid.org.uk,,https://www.animalaid.org.uk/
Precious Animals Worth Saving,,US +1,,,pawsofjackson@gmail.com,,https://www.pawsofjackson.com/
Morrison County Animal Humane Society,,US +1,,,mcahs2021@gmail.com,,https://www.mcahs.org/
"Gemini Rottweiler and Pitbull Rescue, Inc.",,US +1,,,wildflower@farmerstel.net,,
Blue Earth Nicollet County Humane Society,,US +1,,,info@benchs.org,,https://benchs.org/
Mille Lacs County Animal Care & Protection,,US +1,,,millelacscountyanimalcontrol@gmail.com,,https://www.facebook.com/millelacscountyanimalcontrol/
"Pet Project Rescue - Minneapolis, MN",,US +1,,,Info@PetProjectRescue.com,,https://petprojectrescue.com/
Bitty Kitty Brigade,,US +1,,,info@bittykittybrigade.org,,https://bittykittybrigade.org/
Twin Cities Pet Rescue,,US +1,,,info@twincitiespetrescue.org,,https://twincitiespetrescue.org/
Secondhand Hounds,,US +1,,,info@secondhandhounds.org,,https://www.secondhandhounds.org/
Coco's Heart Dog Rescue,,US +1,,,ashley@cocosheartdogrescue.org,,https://www.cocosheartdogrescue.org/
The Babinski Foundation,,US +1,,,donna@babinskifoundation.org,,https://www.babinskifoundation.org/
S.O.S Rescue Relief Inc,,US +1,,,theadoptapetshop@gmail.com,,https://www.theadoptapetshop.org/
Ruff Start Rescue,,US +1,,,info@ruffstartrescue.org,,https://ruffstartrescue.org/
Duke Memorial Redwood Area Animal Shelter,,US +1,,,adoptashelteranimaltoday@gmail.com,,
Paws and Claws Humane Society,,US +1,,,info@pawsandclaws.org,,https://www.pawsandclaws.org/wpweb/
Safe Haven Pet Rescue,,US +1,,,safehavencat@yahoo.com,,https://safehavenpetrescue.com/
No Kitten Left Behind-MN,,US +1,,,amtauer@hotmail.com,,https://www.facebook.com/nokittenleftbehind.mn/
"B.A.R.K, Being Advocates for Rescued K9's",,US +1,,,info@barkmn.org,,https://barkmn.org/
Happy Healthy Pet Adoption,,US +1,,,hhpaoffice@hhpa4pets.com,,https://www.hhpa4pets.com/
Brookhaven Animal Rescue League,,US +1,,,info@barl.net,,https://barl.net/
CARES Clarksdale Animal Shelter,,US +1,,,caresdesk@gmail.com,,http://www.caresclarksdale.com/
"Shaw Pit Bull Rescue, Inc",,US +1,,,,,https://www.shawpitbullrescue.com/
In Defense of Animals,,US +1,,,media@idausa.org,,https://www.idausa.org/sanctuaries/hope-animal-sanctuary/
The Hub City Humane Society,,US +1,,,hubcityhumsoc@aol.com,,https://www.hubcityhumanesociety.org/under-construction
Southern Pines Animal Shelter,,US +1,,,info@southernpinesanimalshelter.org,,https://www.southernpinesanimalshelter.org/
CARA (Community Animal Rescue & Adoption),,US +1,,,cara@carams.org,,https://carams.org/
Pretty Kitty TNR,,US +1,,,PKTNR@PrettyKittyTNR.org,,
SCAR-Southern Cross Animal Rescue,,US +1,,,scarofms@gmail.com,,https://www.scarofms.org/
Natchez Adams County Humane Society,,US +1,,,nachs.shelter@gmail.com,,https://nachs.org/
Gulf Coast Canine Rescue and Rehab,,US +1,,,tammy@gulfcoastcaninerescue.org,,
Drifters’ Place,,US +1,,,driftersplace@att.net,,https://driftersplace.wordpress.com/
MS Critterz,,US +1,,,info@mscritterz.com,,https://mscritterz.com/
Animal Rescue Fund of Ms Inc.,,US +1,,,ejackson@arfms.org,,https://www.arfms.org/
Creature Comforts Clarke County,,US +1,,,CreatureComfortsMS@gmail.com,,https://www.facebook.com/CreatureComfortsCC/
Oktibbeha County Humane Society - Starkville Animal Shelter,,US +1,,,info@ochsms.org,,https://www.ochsms.org/
Tupelo Lee Humane Society,,US +1,,,info@tupeloleehumane.org,,https://tupeloleehumane.org/
Angels Left Behind,,US +1,,,angelsleftbehind@yahoo.com,,https://angelsleftbehind.wixsite.com/website
Animal Shelter of Linn County,,US +1,,,linncountyhs@yahoo.com,,http://www.animalshelteroflinncounty.com/index.shtml
Mac's Mission,,US +1,,,macthepitbull@yahoo.com,,https://www.macsmission.org/
Southeast Missouri Pets,,US +1,,,hssemo@semopets.org,,https://semopets.org/
Clinton Animal Rescue Envdeavor,,US +1,,,clintonanimalshelter@yahoo.com,,
Barnie's Place Feline Rescue,,US +1,,,barniesplacefelinerescue@gmail.com,,https://www.barniesplacefelinerescue.org/
Crestwood Animal Shelter,,US +1,,,info@crestwoodanimalshelter.com,,https://crestwoodanimalshelter.com/
