name,city,country,address,postal_code,email,phone,website,_source,_review_needed,_salvage_reason,_file,_reason
Friends of Pets of Klamath Basin,,US +1,,,pets2@kfalls.net,,https://klamathpets.com/,clean,no,,,Not found in database
Blue Mountain Humane Association,,US +1,,,info@bmhumane.org,,https://bmhumane.org/,clean,no,,,Not found in database
Committed Alliance To Strays,,US +1,,,cats.kristina@gmail.com,,https://www.kittensandcats.org/,clean,no,,,Not found in database
Southern Oregon Humane Society,,US +1,,,adoptions@sohumane.org,,https://www.sohumane.org/,clean,no,,,Not found in database
Oregon Ferret Shelter,,US +1,,,theferretmom@gmail.com,,https://www.oregonferretshelter.org/,clean,no,,,Not found in database
Pendleton Animal Welfare Shelter (PAWS) / Pioneer Humane Society,,US +1,,,pawspendleton@gmail.com,,https://pendletonpaws.org/,clean,no,,,Not found in database
Born Again Pit Bull Rescue,,US +1,,,info@bapbr.org,,https://www.bapbr.org/,clean,no,,,Not found in database
Cascade Beagle Rescue,,US +1,,,adopt@cascaderescue.org,,https://www.cascaderescue.org/,clean,no,,,Not found in database
Family Dogs New Life Shelter,,US +1,,,bark@familydogsnewlife.org,,https://www.familydogsnewlife.org/,clean,no,,,Not found in database
Feral Cat Coalition of Oregon,,US +1,,,cats@feralcats.com,,https://www.feralcats.com/,clean,no,,,Not found in database
HOUSE OF DREAMS,,US +1,,,kittydreamspdx@gmail.com,,https://www.kittydreams.org/,clean,no,,,Not found in database
Portland Dachshund Rescue Inc,,US +1,,,anne@portlanddachshundrescue.org,,https://www.portlanddachshundrescue.org/,clean,no,,,Not found in database
The Pixie Project,,US +1,,,info@pixieproject.org,,https://www.pixieproject.org/,clean,no,,,Not found in database
BrightSide Animal Center,,US +1,,,info@brightsideanimals.org,,https://brightsideanimals.org/,clean,no,,,Not found in database
New Beginnings SPCA,,US +1,,,nbspca@newbeginningsspca.com,,https://newbeginningsspca.com/,clean,no,,,Not found in database
Cat Adoption Team,,US +1,,,contactus@catadoptionteam.org,,https://catadoptionteam.org/,clean,no,,,Not found in database
Home at last,,US +1,,,info@homeatlasths.org,,https://www.homeatlasths.org/,clean,no,,,Not found in database
"PAWS Animal Shelter, a division of NW Oregon Animal Alliance",,US +1,,,xoxopoppet@gmail.com,,https://pawsanimalshelter.org/,clean,no,,,Not found in database
"Rescue the Animals, SPCA",,US +1,,,contact@rescuetheanimals.org,,http://www.rescuetheanimals.org/,clean,no,,,Not found in database
Taylor Jones Humane Society,,US +1,,,tjhs@wtconnect.com,,https://www.taylorjoneshumane.com/,clean,no,,,Not found in database
Amarillo SPCA,,US +1,,,amarillospca@gmail.com,,https://www.amarillospcashelter.com/,clean,no,,,Not found in database
Sandra Sue Benson Animal Adoption Center,,US +1,,,sandrasuebensonanimaladoption@gmail.com,,https://spcasanpatcounty.com/,clean,no,,,Not found in database
APA!,,US +1,,,info@austinpetsalive.org,,https://www.austinpetsalive.org/,clean,no,,,Not found in database
"House Rabbit Resource Network, Inc.",,US +1,,,hrrn@rabbitresource.org,,https://rabbitresource.org/,clean,no,,,Not found in database
PAWS of Austin,,US +1,,,pawsofaustin@yahoo.com,,https://www.pawsofaustin.org/public/index.html,clean,no,,,Not found in database
Living Grace Canine Ranch,,US +1,,,info@livinggracecanineranch.org,,https://www.livinggracecanineranch.org/,clean,no,,,Not found in database
Paws from the Heart Animal Shelter Brady Tx,,US +1,,,pawsanimalshelterbradytx@yahoo.com,,https://www.facebook.com/profile.php?id=100064573486357,clean,no,,,Not found in database
Donja’s Dogs,,US +1,,,Donjasdogs@gmail.com,,http://www.donjasdogs.com/,clean,no,,,Not found in database
NaNook and Nakoda’s Big Paw Rescue,,US +1,,,nanooknakodasbigpawrescue@gmail.com,,https://nanooknakodasbigpawrescue.org/,clean,no,,,Not found in database
Key to Happiness Rescue,,US +1,,,wbdrinquiries@gmail.com,,https://www.wbdr.org/,clean,no,,,Not found in database
Operation Kindness,,US +1,,,communications@operationkindness.org,,https://www.operationkindness.org/,clean,no,,,Not found in database
Claws and Tow Beans Rescue,,US +1,,,ClawsAndToeBeans@gmail.com,,https://www.clawsandtoebeans.com/,clean,no,,,Not found in database
Bosque Animal Rescue Kennels 'BARK',,US +1,,,barkrescuekennels@gmail.com,,https://www.barkrescue.org/,clean,no,,,Not found in database
S.T.A.R.S.,,US +1,,,coldspringstars@gmail.com,,http://www.coldspringtx.org/Animal_Rescue/,clean,no,,,Not found in database
Cat's Cradle Feline Shelter,,US +1,,,info@thecatscradle.net,,,clean,no,,,Not found in database
Converse Animal Shelter Inc,,US +1,,,casipets@sbcglobal.net,,https://www.mynewbestfriend.org/,clean,no,,,Not found in database
"P.A.L.S, Pets and Animals Life Shelter",,US +1,,,chriscpals@yahoo.com,,https://corpuschristianimals.yolasite.com/,clean,no,,,Not found in database
The Cattery Cat Shelter,,US +1,,,thecatterycc@aol.com,,,clean,no,,,Not found in database
Pet Adoptions of Cuero,,US +1,,,petadoptionsofcuero@gmail.com,,https://www.petadoptionsofcuero.org/,clean,no,,,Not found in database
"Humane Society of Dallas, aka Dog n Kitty City",,US +1,,,info@dognkittycity.org,,https://www.dognkittycity.org/,clean,no,,,Not found in database
East Lake Pet Orphanage,,US +1,,,elpo@welovepets.net,,https://www.eastlakepetorphanage.com/,clean,no,,,Not found in database
Help for Helpless Animals,,US +1,,,help_for_helpless_animals@yahoo.com,,https://www.facebook.com/profile.php?id=100070805575970,clean,no,,,Not found in database
Texas Exotic Cat Rescue,,US +1,,,txecr11@gmail.com,,,clean,no,,,Not found in database
A New Dawn Pet Adoption,,US +1,,,"newdawnpet@comcast,net",,https://anewdawnpetadoption.org/,clean,no,,,Not found in database
DAWG - Denison Animal Welfare Group,,US +1,,,denisonanimals@gmail.com,,https://denisonanimalwelfaregroup.org/,clean,no,,,Not found in database
Thundering Paws,,US +1,,,info@thunderingpaws.org,,https://www.thunderingpaws.org/,clean,no,,,Not found in database
Wilson County No Kill Animal Shelter Inc,,US +1,,,spotwilson2015@gmail.com,,,clean,no,,,Not found in database
Grand Companions Humane Society,,US +1,,,info@grandcompanions.org,,https://www.grandcompanions.org/,clean,no,,,Not found in database
Animal Hope,,US +1,,,info@animalhope.org,,https://animalhope.org/,clean,no,,,Not found in database
Hill Country SPCA,,US +1,,,info@hillcountryspca.com,,https://www.hillcountryspca.com/,clean,no,,,Not found in database
Dachshund Rescue of Houston,,US +1,,,info@DRoH.org,,https://www.droh.org/,clean,no,,,Not found in database
Humane Society and Adoption Center of Rockport/Fulton,,US +1,,,adopt.hsacrockport@gmail.com,,https://rockportfultonhumanesociety.org/,clean,no,,,Not found in database
Chance's Haven,,US +1,,,kholland1@live.com,,https://www.facebook.com/ChancesHaven/,clean,no,,,Not found in database
North Texas Rabbit Sanctuary.,,US +1,,,ntrs_tx@yahoo.com,,http://www.ntrs.org/,clean,no,,,Not found in database
Coryell County Pet Rescue,,US +1,,,ccprnokill@aol.com,,https://ccprnokill.org/,clean,no,,,Not found in database
Ketopet,,US +1,,,info@ketopetsanctuary.com,,https://www.ketopetsanctuary.com/,clean,no,,,Not found in database
Rio Grande Valley Humane Society at Harlingen,,US +1,,,harlingeninfo@rgvhs.org,,https://www.rgvhs.org/,clean,no,,,Not found in database
Handfuls on Purpose / HOPE,,US +1,,,cnierdieck@yahoo.com,,http://hoperescuecenter.com/,clean,no,,,Not found in database
Barking Mad Animal Refuge,,US +1,,,barkingmadanimalrescue@gmail.com,,https://www.barkingmadanimalrescue.com/,clean,no,,,Not found in database
4 Paws Farm,,US +1,,,info@4pawsfarm.org,,https://www.4pawsfarm.org/,clean,no,,,Not found in database
Help Meowt CARES,,US +1,,,suzin@helpmeowtcares.com,,http://www.helpmeowtcares.com/,clean,no,,,Not found in database
Friends For Life,,US +1,,,info@friends4life.org,,https://friends4life.org/,clean,no,,,Not found in database
Homeless Pet Placement League,,US +1,,,hppl@hppl.org,,https://www.hppl.org/,clean,no,,,Not found in database
Homeless & Orphaned Pets Endeavor (HOPE),,US +1,,,hope@homelesspets.net,,https://www.homelesspets.net/,clean,no,,,Not found in database
Houston Pets Alive!,,US +1,,,info@houstonpetsalive.org,,https://www.houstonpetsalive.org/,clean,no,,,Not found in database
Pug Hearts of Houston,,US +1,,,INFO@PUGHEARTS.COM,,https://www.pughearts.com/,clean,no,,,Not found in database
Shelby Shelter,,US +1,,,info@shelbyshelter.org,,https://shelbyshelter.org/,clean,no,,,Not found in database
Special Pals,,US +1,,,info@specialpals.org,,https://specialpals.org/,clean,no,,,Not found in database
Rita B. Huff Adoption Center,,US +1,,,,,https://rbhhumanesociety.org/home.html,clean,no,,,Not found in database
Apollo Support & Rescue,,US +1,,,​inquire@apollosupportandrescue.org,,https://www.apollosupportandrescue.org/,clean,no,,,Not found in database
"S.T.A.A.R., South Texas Animal Adoption Resource",,US +1,,,staar_pals@yahoo.com,,http://www.staarnet.org/,clean,no,,,Not found in database
"Kaufman County Cats, Inc.",,US +1,,,kaufmancountycats@gmail.com,,http://www.kaufmancountycats.org/,clean,no,,,Not found in database
Freeman Fritts Vet Clinic & Animal Shelter,,US +1,,,info@freemanfritts.com,,https://www.freemanfritts.com/,clean,no,,,Not found in database
Kathleen C. Cailloux Humane Society Shelter & Resale Shop,,US +1,,,hsk@hctc.net,,https://www.facebook.com/profile.php?id=100066931133927,clean,no,,,Not found in database
Twyla’s Friends,,US +1,,,twylasfriends@yahoo.com,,https://www.twyla.org/,clean,no,,,Not found in database
Volunteers for Animal Protection (VAP),,US +1,,,vap_shelter@yahoo.com,,https://vapadoptions.org/,clean,no,,,Not found in database
PAWS Shelter of Central Texas,,US +1,,,info@pawsshelter.org,,https://pawsshelter.org/,clean,no,,,Not found in database
Southern Brazoria County Animal Shelter,,US +1,,,info@spcabc.org,,https://spcabc.wordpress.com/,clean,no,,,Not found in database
Central Texas SPCA,,US +1,,,info@Centraltexasspca.org,,https://www.centraltexasspca.org/,clean,no,,,Not found in database
Texas Humane Heroes,,US +1,,,info@txhh.org,,https://humaneheroes.org/,clean,no,,,Not found in database
Texas Rustlers Small Animal Rescue,,US +1,,,theguineapigrescue@yahoo.com,,https://theguineapigrescue.com/,clean,no,,,Not found in database
SPCA of Polk County Texas,,US +1,,,contact@spcapolk.org,,https://www.spcapolk.org/,clean,no,,,Not found in database
Highland Lakes Canine Rescue,,US +1,,,info@highlandlakescaninerescue.org,,https://www.highlandlakescaninerescue.org/,clean,no,,,Not found in database
Habitat 4 Paws,,US +1,,,Info@habitat4paws.org,,https://www.habitat4paws.org/,clean,no,,,Not found in database
Legacy Humane Society (LHS),,US +1,,,contact@legacyhumanesociety.org,,https://legacyhumanesociety.org/,clean,no,,,Not found in database
Lone Star Sanctuary for Animals,,US +1,,,lonestarsanctuary@yahoo.com,,https://www.lonestarsanctuary.org/,clean,no,,,Not found in database
"Humane Society of the New Braunfels Area, Inc",,US +1,,,GeneralInfo@hsnba.org,,https://www.hsnba.org/,clean,no,,,Not found in database
Cinderella Pet Rescue,,US +1,,,,,http://www.cinderella-pet-rescue.org/Dogs.html,clean,no,,,Not found in database
Lone Star Shih Tzu and Lhasa Apso Rescue (LSSTLAR),,US +1,,,teresa@shihtzu-rescue.com,,https://www.shihtzu-rescue.com/,clean,no,,,Not found in database
Animal Guardians Of America,,US +1,,,aga@animalguardians.com,,,clean,no,,,Not found in database
People United for Healthy Animals,,US +1,,,puhapets@gmail.com,,https://www.facebook.com/PeopleUnitedforHealthyAnimals/,clean,no,,,Not found in database
Texas Best Choices Animal Rescue,,US +1,,,allanc214@aol.com,,https://www.tbcanimalrescue.com/,clean,no,,,Not found in database
Rockwall Adoption Center,,US +1,,,info@RockwallAdoptions.com,,https://rockwalladoptions.com/,clean,no,,,Not found in database
Easy Street Animal Shelter,,US +1,,,,,https://esashelter.org/,clean,no,,,Not found in database
Concho Valley PAWS,,US +1,,,info@cvpaws.org,,https://cvpaws.org/,clean,no,,,Not found in database
Animal Defense League of Texas,,US +1,,,info@adltexas.org,,https://adltexas.org/,clean,no,,,Not found in database
Heart of Texas SPCA,,US +1,,,hotk9rescue@yahoo.com,,,clean,no,,,Not found in database
Paws Ranch Rescue and Animal sanctuary,,US +1,,,Pawsranchrescue@yahoo.com,,https://pawsranchrescue.org/,clean,no,,,Not found in database
San Antonio Humane Society,,US +1,,,communication@sahumane.org,,https://sahumane.org/,clean,no,,,Not found in database
Bay Area Pet Adoptions,,US +1,,,Info@BayAreaPetAdoptions.org,,https://bayareapetadoptions.org/,clean,no,,,Not found in database
Guadalupe County Humane Society,,US +1,,,gchs2adopt@gmail.com,,https://gchshumane.com/,clean,no,,,Not found in database
Society For Animal Rescue & Adoption,,US +1,,,info@sarasanctuary.org,,https://www.sarasanctuary.org/,clean,no,,,Not found in database
Yorkie Rescue Houston,,US +1,,,info@yorkierescuehouston.org,,https://www.yorkierescuehouston.org/,clean,no,,,Not found in database
Canyon Lake Animal Shelter Society,,US +1,,,canyonlakeanimalshelter@gmail.com,,http://www.canyonlakeanimalshelter.com/,clean,no,,,Not found in database
Nicholas Pet Haven,,US +1,,,nicholaspethaven@yahoo.com,,https://www.nicholaspethaven.org/,clean,no,,,Not found in database
The Humane Society's Pets Fur People,,US +1,,,Shelter@PetsFurPeople.org,,,clean,no,,,Not found in database
Dorothy H. O'Connor Pet Adoption Center,,US +1,,,petadoptions@docpac.net,,https://docpac.net/,clean,no,,,Not found in database
Heart of Texas Soccer Association,,US +1,,,adopt@fuzzyfriendsrescue.com,,https://fuzzyfriendsrescue.com/,clean,no,,,Not found in database
Smiling Dog Farms,,US +1,,,Jay@Smilingdogfarms.org,,https://www.smilingdogfarms.com/,clean,no,,,Not found in database
Wichita Falls Reptile Rescue,,US +1,,,Phrynosoma_Texas@yahoo.com,,https://wichitafallsreptilerescue.webs.com/,clean,no,,,Not found in database
Wimberley Adoption Group & Rescue,,US +1,,,info@wimberleywagrescue.org,,https://www.wimberleywagrescue.org/,clean,no,,,Not found in database
Beaumont Pets Alive,,US +1,,,info@beaumontpetsalive.org,,https://beaumontpetsalive.org/,clean,no,,,Not found in database
"Hardeman Adoptable Animals, Inc",,US +1,,,haa.shelter@gmail.com,,https://www.hardemanadoptableanimals.org/,clean,no,,,Not found in database
For Pete Sake’s Rescue,,US +1,,,adalovesdogs@gmail.com,,,clean,no,,,Not found in database
Proverbs 12:10 Animal Rescue,,US +1,,,Info@proverbs1210rescue.org,,https://www.proverbs1210rescue.org/,clean,no,,,Not found in database
Paws of Dale Hollow,,US +1,,,pawsofdalehollow@gmail.com,,https://pawsofdalehollow.org/paws/,clean,no,,,Not found in database
Humane Educational Society,,US +1,,,chrisatib@heschatt.org,,https://www.heschatt.org/,clean,no,,,Not found in database
Pet Placement Center,,US +1,,,director@thalppc.com,,https://www.petplacementcenter.com/,clean,no,,,Not found in database
Operation Education Animal Rescue,,US +1,,,opedanimalrescue@gmail.com,,https://www.opedanimalrescue.com/,clean,no,,,Not found in database
Mikaela’s Mutt Motel,,US +1,,,info@mikaelasmuttmotel.org,,https://mikaelasmuttmotel.org/,clean,no,,,Not found in database
Second Chance and Happy Tails,,US +1,,,1pawup@bellsouth.net,,https://secondchanceandhappytails.yolasite.com/,clean,no,,,Not found in database
"Ark of Cleveland, Inc.",,US +1,,,ArkofCleveland@aol.com,,,clean,no,,,Not found in database
SPCA of Bradley County TN,,US +1,,,director@spcaofbradleycountytn.org,,,clean,no,,,Not found in database
A Time 4 Paws Animal Adoption Center,,US +1,,,savetnpets@gmail.com,,http://atime4paws.org/,clean,no,,,Not found in database
Focus On Cumberland County Animal Safety,,US +1,,,foccas.rescue@gmail.com,,https://foccas-tn.org/,clean,no,,,Not found in database
Tennessee River Rescues,,US +1,,,tnrivrescues@hotmail.com,,https://www.facebook.com/profile.php?id=100063747635228,clean,no,,,Not found in database
East Ridge Animal Services,,US +1,,,eras@eastridgetn.org,,https://www.eastridgeanimalservices.org/,clean,no,,,Not found in database
Fayetteville Animal Shelter,,US +1,,,info@humanesocietylc.com,,https://humanesocietylc.com/,clean,no,,,Not found in database
Critter Cavalry Rescue,,US +1,,,candacesimpsongiles@comcast.net,,https://www.crittercavalry.com/,clean,no,,,Not found in database
Safe Place for Animals,,US +1,,,,,https://safeplaceforanimals.com/,clean,no,,,Not found in database
Freedom Farm Animal Sanctuary,,US +1,,,info@freedomfarm.net,,http://freedomfarm.net/,clean,no,,,Not found in database
Companion Animal Rescue & Education- CARE,,US +1,,,care4jctn@gmail.com,,https://www.carejeffcounty.com/,clean,no,,,Not found in database
TCGC Animal League,,US +1,,,adoptions@tcgcal.com,,http://www.tcgcal.com/,clean,no,,,Not found in database
The Bridge Home No Kill Animal Rescue,,US +1,,,bridgehomerescue@gmail.com,,bridgehomerescue@gmail.com,clean,no,,,Not found in database
Tri-Cities No Kill Shelter; INC.,,US +1,,,adopt@tricitiesnokill.org,,,clean,no,,,Not found in database
Exotic Pet Wonderland,,US +1,,,exoticpetwonderland@gmail.com,,https://exoticpetwonderland.org/,clean,no,,,Not found in database
Happy Paws Kitten Rescue,,US +1,,,HPKRrescue@gmail.com,,https://www.happypawskittenrescue.org/,clean,no,,,Not found in database
Humane Society Of The Tennessee Valley,,US +1,,,info@humanesocietytennessee.org,,https://humanesocietytennessee.org/,clean,no,,,Not found in database
Young-Williams Animal Center,,US +1,,,marketing@young-williams.org,,https://www.young-williams.org/,clean,no,,,Not found in database
New Leash On Life - Home of The JOY Clinic,,US +1,,,info@newleashonline.com,,https://www.newleashonline.org/,clean,no,,,Not found in database
Frances Halbrook Hensley Animal Shelter,,US +1,,,Fhh.animalshelter1@gmail.com,,https://www.fhhas.org/,clean,no,,,Not found in database
Boston Terrier Rescue of East Tennessee,,US +1,,,tvadman1963@mac.com,,https://www.bostonterriertn.org/,clean,no,,,Not found in database
Maryville Alcoa Animal Rescue Center,,US +1,,,info@maarcadopt.org,,https://maarcadopt.org/,clean,no,,,Not found in database
FBC FIV Cat Sanctuary Fundraising & Auction Page,,US +1,,,David@fivcatsanctuary.com,,http://www.fivcatsanctuary.com/,clean,no,,,Not found in database
Humane Society of Memphis and Shelby County,,US +1,,,FrontDesk@memphishumane.org,,https://memphishumane.org/,clean,no,,,Not found in database
Memphis Pets Alive,,US +1,,,info@memphispetsalive.org,,https://www.memphispetsalive.org/,clean,no,,,Not found in database
Morristown Hamblen Humane Society-Animal Shelter,,US +1,,,mhsanimals@gmail.com,,https://mh-humanesociety.com/,clean,no,,,Not found in database
Old Friends Senior Dog Sanctuary,,US +1,,,info@ofsds.org,,https://ofsds.org/,clean,no,,,Not found in database
Crossroads Pets- Shop & Adopt,,US +1,,,info@crossroadscampus.org,,https://crossroadscampus.org/,clean,no,,,Not found in database
Nashville Humane Association,,US +1,,,media@nashvillehumane.org,,https://nashvillehumane.org/,clean,no,,,Not found in database
Smoky Mountain Humane Society,,US +1,,,contact@smhumane.org,,https://www.smhumane.org/,clean,no,,,Not found in database
Tennessee Pekingese Rescue,,US +1,,,jjwagoner@highland.net,,,clean,no,,,Not found in database
Horse Creek Wildlife Sanctuary and Animal Refuge,,US +1,,,kskoffic@horsecreekwildlife.org,,https://horsecreekwildlife.org/,clean,no,,,Not found in database
Animal Harbor,,US +1,,,sheltermanager@animalharbor.org,,https://www.animalharbor.org/,clean,no,,,Not found in database
Midnight Run Rescue,,US +1,,,midnightrunrescue@gmail.com,,https://midnightrunrescue.net/,clean,no,,,Not found in database
Little Rhody Rescue and Quarantine Inc,,US +1,,,littlerhodyrescue@gmail.com,,,clean,no,,,Not found in database
Potter League For Animals,,US +1,,,development@potterleague.org,,https://potterleague.org/,clean,no,,,Not found in database
Humane Association Of Northwestern,,US +1,,,phyllis@hanri.org,,,clean,no,,,Not found in database
Animal Rescue Rhode Island,,US +1,,,info@animalrescueri.org,,https://www.animalrescueri.org/,clean,no,,,Not found in database
Friends of Homeless Animals (FOHA),,US +1,,,foha_info@foha.org,,https://foha.org/,clean,no,,,Not found in database
Rhode Island SPCA,,US +1,,,info@rispca.com,,https://www.rispca.org/,clean,no,,,Not found in database
Horse Play Equine Rescue and Sanctuary,,US +1,,,horseplayri@msn.com,,https://horseplayrescue.org/,clean,no,,,Not found in database
EGAPL Heart of RI Animal Rescue League,,US +1,,,HeartofRIAdoption@gmail.com,,https://heartofri.org/,clean,no,,,Not found in database
Stand Up For Animals (SUFA),,US +1,,,info@standupforanimals.org,,,clean,no,,,Not found in database
"Woonsocket Cat Sanctuary, Inc.",,US +1,,,gmdesmarais@hotmail.com,,https://woonsocketcatsanctuary.weebly.com/,clean,no,,,Not found in database
SPCA Albrecht Center for Animal Welfare,,US +1,,,info@letlovelive.org,,https://www.letlovelive.org/,clean,no,,,Not found in database
Mary Ann Morris Animal Society (M.A.M.A.S.),,US +1,,,mamas.animal.society@gmail.com,,https://www.maryannmorrisanimalsociety.org/,clean,no,,,Not found in database
Save the Strays Animal Rescue,,US +1,,,info@savethestrays.org,,https://savethestrays.rescuegroups.org/,clean,no,,,Not found in database
Pet Helpers Adoption Center and Spay/Neuter Clinic,,US +1,,,office@pethelpers.org,,https://pethelpers.org/,clean,no,,,Not found in database
Animal Mission of the Midlands,,US +1,,,info@animalmission.org,,https://animalmission.org/,clean,no,,,Not found in database
Gods Creatures Deserve to Live Inc.,,US +1,,,ssapleros@yahoo.com,,,clean,no,,,Not found in database
St Frances Animal Center,,US +1,,,director@sfanimals.org,,https://www.sfanimals.org/,clean,no,,,Not found in database
Pet Haven of South Carolina,,US +1,,,cdieterich72@sc.rr.com,,https://www.scpethaven.org/,clean,no,,,Not found in database
Hilton Head Humane Association,,US +1,,,director@hhhumane.org,,http://www.hhhumane.org/,clean,no,,,Not found in database
The Animal Protection League (SC),,US +1,,,aplpets@aplsc.org,,https://aplsc.org/,clean,no,,,Not found in database
Pooch's Partners Animal Rescue​,,US +1,,,poochspartners@gmail.com,,https://www.poochspartners.com/,clean,no,,,Not found in database
Izzie’s Pond,,US +1,,,izziespond@gmail.com,,https://www.izziespond.org/,clean,no,,,Not found in database
PTTR - Paws to the Rescue,,US +1,,,PTTRInfo@gmail.com,,,clean,no,,,Not found in database
Grand Strand Humane Society,,US +1,,,grandstrandhumanesociety@gmail.com,,https://www.grandstrandhumanesociety.com/,clean,no,,,Not found in database
Charleston Animal Society,,US +1,,,community@charlestonanimalsociety.org,,https://charlestonanimalsociety.org/,clean,no,,,Not found in database
Humane Society of North Myrtle Beach,,US +1,,,info@hsnmb.org,,,clean,no,,,Not found in database
Kind Keeper Animal Rescue,,US +1,,,kindkeeper@yahoo.com,,https://kindkeeper.wixsite.com/kindkeeper,clean,no,,,Not found in database
Palmetto Animal League Adoption Center,,US +1,,,info@palmettoanimalleague.org,,https://palmettoanimalleague.org/,clean,no,,,Not found in database
All 4 Paws,,US +1,,,info@a4psc.org,,https://all4pawssc.org/,clean,no,,,Not found in database
Jasper Animal Rescue Mission,,US +1,,,jarmpets@yahoo.com,,https://jarmission.org/,clean,no,,,Not found in database
Maranatha Farm,,US +1,,,maranathafarmsc@gmail.com,,https://www.maranathafarm.net/,clean,no,,,Not found in database
Noah's Arks Rescue,,US +1,,,NoahsArksRescue@mac.com,,https://www.noahs-arks.net/,clean,no,,,Not found in database
Concerned Citizens for Animals,,US +1,,,concernedcitizens4animals@gmail.com,,https://ccaweb.org/,clean,no,,,Not found in database
Dorchester Paws,,US +1,,,info@dorchesterpaws.org,,https://dorchesterpaws.org/,clean,no,,,Not found in database
H.F. Help No Kill Rescue,,US +1,,,hfhelprescue@gmail.com,,https://www.hfhelpnokillrescue.com/,clean,no,,,Not found in database
PETSinc,,US +1,,,media@petsinc.org,,https://petsinc.org/,clean,no,,,Not found in database
Keeper of the Wild,,US +1,,,Board.KOW@gmail.com,,https://keeperofthewild.org/,clean,no,,,Not found in database
Richardson Rescue,,US +1,,,richardsonrescue@gmail.com,,https://richardsonrescue.org/,clean,no,,,Not found in database
Chester’s Place,,US +1,,,chestersplacesd@gmail.com,,https://chestersplacesd.wordpress.com/,clean,no,,,Not found in database
Heart and Soul Kitty Sanctuary,,US +1,,,brandysmith636@yahoo.com,,https://www.facebook.com/heartandsoulsanctuary,clean,no,,,Not found in database
Allcatsrescue,,US +1,,,allcatsrescue@gmail.com,,https://www.allcatsrescue.org/,clean,no,,,Not found in database
Allie's Hope For Paws,,US +1,,,ahfpdogrescue@gmail.com,,https://www.allieshopeforpaws.com/about-us,clean,no,,,Not found in database
Last Chance Dog Rescue Alabama,,US +1,,,were4dogs@gmail.com,,,clean,no,,,Not found in database
4Legs4Justice Animal Advocate & Rescue,,US +1,,,4Legs4Justice@gmail.com,,https://4legs4justice.org/,clean,no,,,Not found in database
Southern Shih Tzu & Toy Breed Rescue and Sanctuary,,US +1,,,ToyBreedRescue@hotmail.com,,http://www.toybreedrescue.org/,clean,no,,,Not found in database
Woof Ave,,US +1,,,jonna@woofave.com,,http://www.woofave.com/,clean,no,,,Not found in database
Fairy Dogmother Rescue & Rehab,,US +1,,,fairydogmother@gmail.com,,https://www.facebook.com/fairydogmotherrescue/,clean,no,,,Not found in database
Bama Bully Rescue,,US +1,,,mail@bamabully.org,,https://www.bamabully.org/,clean,no,,,Not found in database
The Cavalier Rescue,,US +1,,,cavalierrescueal@gmail.com,,https://thecavalierrescue.org/,clean,no,,,Not found in database
MomaKat Rescue,,US +1,,,support@momakat.org,,,clean,no,,,Not found in database
"Save Our Strays (Birmingham, Alabama)",,US +1,,,saveourstrays205@yahoo.com,,https://www.facebook.com/SaveOurStraysBirminghamAlabama,clean,no,,,Not found in database
Support Paws,,US +1,,,hello@supportpaws.com,,https://www.supportpaws.com/,clean,no,,,Not found in database
Weimaraner Rescue of the South,,US +1,,,contactus@weimrescue.com,,http://www.weimrescue.com/,clean,no,,,Not found in database
Sampson's Sanctuary,,US +1,,,sampssanctuary@gmail.com,,https://www.facebook.com/profile.php?id=100064513548906,clean,no,,,Not found in database
Forgotten Felines Huntsville,,US +1,,,info@ffhsv.org,,http://ffhsv.org/,clean,no,,,Not found in database
Friends of Bibb County ALabama Pound,,US +1,,,friendsofbibbcountyalpound@yahoo.com,,https://www.facebook.com/alabamapoundfriends/about?ref=page_internal,clean,no,,,Not found in database
Shelby Humane,,US +1,,,info@shelbyhumane.org,,https://www.shelbyhumane.org/,clean,no,,,Not found in database
Furever Friends of the South K-9 Rescue,,US +1,,,info@ffosk9resq.org,,https://www.ffosk9resq.org/,clean,no,,,Not found in database
CAAWA - Cullman Area Animal Welfare Association,,US +1,,,caawarescue@yahoo.com,,http://www.caawarescue.com/,clean,no,,,Not found in database
Wiregrass Humane Society,,US +1,,,whsdothan@gmail.com,,https://www.wiregrasshumanesociety.com/,clean,no,,,Not found in database
The Haven,,US +1,,,info@havenforanimals.org,,https://www.havenforanimals.org/,clean,no,,,Not found in database
"Pets Are Worth Saving, Inc.",,US +1,,,shoalspaws@gmail.com,,https://shoalspaws.com/,clean,no,,,Not found in database
"Wags and Whiskers Mobile, Al.",,US +1,,,Wagsandwhiskersrescuepets@yahoo.com,,https://www.facebook.com/WagsAndWhiskersRescuePets/,clean,no,,,Not found in database
God’s Feral Felines,,US +1,,,info@GFFCats.org,,https://www.gffcats.org/,clean,no,,,Not found in database
Changing 42 Animal Rescue,,US +1,,,Changing42Rescue@yahoo.com,,https://www.facebook.com/changing42animalrescue/,clean,no,,,Not found in database
Pita & Pecan's Animal Refuge,,US +1,,,PitasPlaceARS@gmail.com,,https://www.pitapecans.org/,clean,no,,,Not found in database
Two by Two Animal Rescue,,US +1,,,sonya@twobytworescue.com,,https://twobytworescue.com/,clean,no,,,Not found in database
Kitty Kat Haven & Rescue,,US +1,,,kittykathaven1@gmail.com,,https://kittykathavenrescue.org/,clean,no,,,Not found in database
